"","title","authors","year","src","id","keywords","abstract"
"103","Does Action Learning Promote Collaborative Leadership?","Joe Raelin",2006,"Academy of Management Learning & Education","72fbe7d5-a003-3a26-aad2-41540b264fd2","ACTIVE learning BUSINESS education COLLABORATIVE learning CORPORATE culture EXECUTIVE ability (Management) LEADERS LEADERSHIP MANAGEMENT research TEAMS in the workplace","Given the need to unlock the capacity of everyone in the organization, interest in collaborative leadership is growing. But how is such a practice developed? The author proposes the use of action learning--in its original formulation, namely, through reflection on real-time work experience dealing with unfamiliar problems--as a gateway to collaborative leadership. Action learning is portrayed as growing in acceptance as a management education and learning approach that distills knowledge from a context to be used to provide learning to the practice as well as to the practitioner. The account demonstrates how the operating practices of collaborative leadership are directly affected by action learning and proposes that the two approaches are based on common principles. [ABSTRACT FROM AUTHOR]"
"104","Life Satisfaction and Student Performance.","Joseph C Rode Marne L Arthaud-Day Christine H Mooney Janet P Near Timothy T Baldwin William H Bommer Robert S Rubin",2005,"Academy of Management Learning & Education","a3d22762-526a-3982-a363-773e6c8a9006","ACADEMIC achievement ASSESSMENT centers (Personnel management procedure GRADING & marking (Students) SATISFACTION STUDENTS","Although it seems intuitively obvious that the happy student will be a more productive student, empirical tests of that assumption are curiously sparse. We tested a model that included satisfaction with various life domains, overall life satisfaction, cumulative college GPA, and ratings on an assessment center exercise. Results indicated that overall life satisfaction was a significant predictor of both GPA and assessment center ratings, even with traditional academic achievement predictors controlled (e.g., cognitive aptitude, gender). We discuss implications of the results for future research and educational practice. [ABSTRACT FROM AUTHOR]"
"105","Scholarship That Matters: Academic--Practitioner Engagement in Business and Management.","TIM HUGHES DAVID BENCE LOUISE GRISONI NICHOLAS O'REGAN DAVID WORNHAM",2011,"Academy of Management Learning & Education","f1e975cd-d70e-36c3-8526-0b1e103bdd08","ACADEMIC freedom BUSINESS -- Research BUSINESS education BUSINESS schools BUSINESS students EDUCATION INTELLECTUAL capital KNOWLEDGE management MANAGEMENT MANAGEMENT -- Study & teaching ORGANIZATIONAL behavior RESEARCH SOCIAL processes","Our research explores academic-practitioner engagement by undertaking interviews with academics, practitioners, and other experts with relevant engagement experience. The findings highlight the problem of thinking narrowly about the different ways in which engagement takes place, as well as defining narrowly what is a worthwhile activity for management academics. We develop a framework that encompasses the main ways in which engagement takes place, and that relates these to different attitude groups among both academics and practitioners. This could provide a starting point for business schools and individual academics to develop plans and put in place the processes for better engagement. [ABSTRACT FROM AUTHOR]"
"106","Introduction: Capturing the Complexity of Our Subject.","Charmine E J Härtel Kenneth G Brown",2010,"Academy of Management Learning & Education","bf4b80eb-684e-3c80-a6c2-b543779a7b8c","BOOKS -- Reviews ORGANIZATIONAL learning","An introduction is presented in which the author discusses book reviews about management learning by Jeanie Forray, Sabine Hoidn and Craig Johnson."
"107","Increasing the Value of Teaching in the Academic Marketplace: The Creation of a Peer-Review Infrastructure for Teaching.","David D Van Fleet Tim O Peterson",2005,"Academy of Management Learning & Education","5b03c048-a39c-3875-9bec-333aedc932ea","EDUCATION LEARNING LEARNING & scholarship RESEARCH TEACHING","Despite moves in the academic marketplace to broaden the definition of scholarship to include teaching and learning along with research, the value of teaching continues to be perceived as relatively low and not readily transferable from institution to institution. Our purpose here is to try to draw attention to that differential bargaining power so that perhaps some tentative first steps could be taken to remedy it. One idea for establishing appropriate value of teaching in the academic marketplace is to devise and use an infrastructure similar to that which exists for research. We provide a draft outlining one possible parallel infrastructure. [ABSTRACT FROM AUTHOR]"
"108","Introduction: Knowledge, Learning, and Impact.","Jonathan P Doh",2009,"Academy of Management Learning & Education","784bb8eb-7891-3b47-972a-eda368747802","ACADEMIC discourse BUSINESS -- Research BUSINESS education BUSINESS schools -- Faculty COMMUNICATION in learning & scholarship GHOSHAL INNOVATION management LEARNING & scholarship MANAGEMENT -- Study & teaching MASTER of business administration degree SCHOLARLY publishing SCHOLARS Sumantra UNIVERSITIES & colleges","The article discusses another article in the issue, examining the manner in which business schools measure scholarly impact. The author indicates that business school leadership is challenged by the question of how to best measure, promote, and reward scholarly impact and knowledge creation. Topics of discussion include published research that is not a function of a demand for new knowledge but the result of pressure on faculty to publish and a recommendation for a temporary moratorium on business school rankings."
"109","""Perfect Storm"" on the Horizon for Women Business School Deans?","SUSAN MCTIERNAN PATRICIA M FLYNN",2011,"Academy of Management Learning & Education","e8e2db12-62ac-3ecd-91d3-d01d6a55b446","BUSINESS schools DEANS (Education) -- Psychology EXECUTIVE ability (Management) GENDER differences (Psychology) HUMAN capital LABOR market MEN -- Psychology ORGANIZATIONAL change SOCIAL aspects TRENDS WOMEN -- Psychology WOMEN deans (Education) WOMEN executives","While business schools have been in the spotlight for many years, due, in part, to a wide range of perceived shortcomings, little attention has been paid to the scarcity of women deans. Reporting on the first study comparing the characteristics of male and female business school deans, we demonstrate that women often bring different experiences and backgrounds to these positions than do their male counterparts. Further, we assess key trends that may trigger a ""perfect storm"" and significantly change the gender mix of business deans, generating benefits that extend well beyond the campus. Recommendations for structural change in business schools to expedite this outcome are provided. [ABSTRACT FROM AUTHOR]"
"110","From the Editors What if . . . ?: Diversity, Scholarship, and Impact.","Myrtle P Bell",2010,"Academy of Management Learning & Education","2e2f940d-80ae-3c20-8c34-dd720a482a19","BUSINESS students DOCTORAL programs","The author discusses various reports published within the issue including one by Bedeian, Cavazos, Hunt and Jauch on doctoral degree prestige, one by Kelan and Jones on how master of business administration (MBA) students discuss gender and one by Petriglieri and Petriglieri on identity workspaces."
"111","Instructor Intuition in the Educational Setting.","Lisa A Burke Eugene Sadler-Smith",2006,"Academy of Management Learning & Education","1f9b63cf-f53f-3c61-96fd-e9c0478f979d","DECISION making EFFECTIVE teaching EXPERIENTIAL learning IMPLICIT learning INTUITION (Psychology) PSYCHOLOGY TACIT knowledge TEACHER effectiveness TEACHERS","In this paper we reflect upon the significance of instructors' tacit knowledge, and ultimately their intuition, in effective classroom performance. Our aim is to help educators understand their intuition and ultimately enhance their instructional effectiveness by making better classroom decisions on the basis of intuitive judgments. We outline the limits of technical-rationalist approaches and then call upon relevant constructs and processes from the intuitive domain, including tacit knowledge and implicit learning, in order to formulate a working definition of instructor intuition. We also present various types of instructional situations that are suited for intuition, along with the benefits for teaching and learning and the potential limitations. Suggestions are offered such that instructors may learn to capitalize on the advantages of using their intuition, yet minimize the disadvantages, and also on how they may educate the intuitive awareness of their students. In this way, the accumulation of learned knowledge and distilled experience within an educational setting can be more effectively leveraged to enhance the performance of individual students, the instructors themselves, and the educational institutions of which they are a part. [ABSTRACT FROM AUTHOR]"
"112","Agent-Based Modeling Toolkits NetLogo, RePast, and Swarm.","Duncan A Robertson",2005,"Academy of Management Learning & Education","af69041c-8e1a-39fe-accd-4ba552da00ce","COMPUTER simulation COMPUTER software Ill.) NORTHWESTERN University (Evanston","The article reviews several agent-based modeling computer software: NetLogo developed by Northwestern University; RePast developed by Repast Organization for Architecture and Development and Swarm developed by the Swarm Development Group."
"113","Assessing Business Scholarship: The Difficulties in Moving Beyond the Rigor-Relevance Paradigm Trap.","DAN L. WORRELL",2009,"Academy of Management Learning & Education","aa4497a6-3ef4-34e6-94d0-5348e5351027","BUSINESS education BUSINESS schools -- Faculty COLLEGE teachers -- Tenure COST control DATABASES DEANS (Education) ECONOMIC aspects MANAGEMENT -- Study & teaching RATINGS & rankings SCHOLARLY publishing SCHOOLS TEAMS in the workplace UNIVERSITIES & colleges -- Faculty WAGES","The article discusses another article in the issue, examining the challenges associated with ranking business schools, the faculty of the business schools, and the research conducted and published by these faculty. Business schools do consider the quantity of a faculty member's published works when evaluating faculty performance, the author indicates. Other topics include the necessity for business schools to be judged positively by internal university constituents and senior campus administrators."
"114","Introduction: Reflecting Backward to Move Ahead.","Jonathan P Doh",2011,"Academy of Management Learning & Education","34b1eab7-a401-3fa7-8ab5-8e4b4dc93477","BUSINESS education MANAGEMENT","An introduction is presented for this issue that mentions the Exemplary Contribution section which encourages discussion of topics in management and business education."
"115","Introduction: Listening to and Leveraging Advice.","Jonathan P Doh",2011,"Academy of Management Learning & Education","92df599c-3b68-3505-8de2-3a5d2d3fff89","BUSINESS education MANAGEMENT -- Study & teaching","An introduction is presented that discusses and article by Shaker A. Zahra, Lance R. Newey, and J. Myles Shaver on management education ."
"116","Introduction: Opening the Black Box in More Ways Than One.","Charmine E J Härtel Kenneth G Brown",2009,"Academy of Management Learning & Education","ad6aa201-d8d6-3d96-9581-163f73ea59d5","EDITORS MANAGEMENT -- Study & teaching","The article discusses various reports published within the issue, including one by Bente Elkjaer on editors who have to write decision letters in a language other then their native language, one by Jane Schmidt-Wilk on how editing a management learning journal has improved her teaching, and one by Russ Vince on the homogeneity of scholarship proceeding through the review process."
"117","Russell L. Ackoff.","Glenn Detrick",2002,"Academy of Management Learning & Education","2cbb0f70-9465-3fa1-a872-753493729a62","ACKOFF MANAGEMENT -- Study & teaching Russell -- Interviews UNITED States","Interviews Russell L. Ackoff, one of the pioneers in management education in the U.S. Career background; Views on the objective of the 'Academy of Management Learning and Education' journal; Elements to be included in an idealized plan for management education."
"118","Process Theorizing: Too Important to Ignore in a Kaleidic World.","Todd H Chiles",2003,"Academy of Management Learning & Education","6ea4f5ea-17fe-3227-a412-a70144d298a0","BUSINESS education DONALDSON, Lex MANAGEMENT MANAGEMENT science SOCIAL science research WATSON, Andrew","This article analyzes the arguments made by Lex Donaldson and Andrew Watson, university professors, about the role of theory in management education. Both Donaldson and Watson highlight the important role that theory plays in management education, but limit their discussion to variance theory--one of two fundamental types of theory in social science research. Given that variance theory has long been the dominant paradigm held by scientists and philosophers as well as the general public, it isn't surprising that both professors emphasize this orientation. Variance theory explains the variation in a dependent variable as a result of the variation in an independent variable. More generally, this approach attempts to explain a phenomenon using a small set of well-developed variables, embedded in a nomological net, tested with statistical techniques, and suited to predicting specific outcomes that are unaffected by the temporal ordering of the independent variables. Alternatively, process theory develops a causal explanation of a sequence of events over time by telling a story about how and why a phenomenon evolved as a result of the temporal ordering and probabilistic interaction of numerous events."
"119","Training Undergraduates to Work in Organizational Teams.","Gilad Chen Lisa M Donahue Richard J Klimoski",2004,"Academy of Management Learning & Education","46f009f7-631d-37bb-9b33-d7c51c766f88","COLLEGE students CURRICULA (Courses of study) HIGHER education TEAMS in the workplace UNIVERSITIES & colleges","Organizations are increasingly seeking candidates possessing high levels of teamwork knowledge, skills, and abilities (KSAs; Stevens & Campion, 1994). Yet, despite a greater emphasis in higher education settings on developing a ready workforce (e.g., O'Neil, Allerd, & Baker, 1997), not enough is done to explicitly develop teamwork KSAs in university curricula. We describe a university course intended to develop students' teamwork KSAs. Results from a quasi-experimental evaluation study demonstrate that the course significantly increased the levels of students' teamwork knowledge and skills. However, the course did not significantly improve teamwork-related attitudes and self-efficacy. We discuss implications for school-to-work policies and the development of teamwork KSAs in higher education settings, as well as directions for future research. [ABSTRACT FROM AUTHOR]"
"120","Narcissism in Management Education.","JACQUELINE Z BERGMAN JAMES W WESTERMAN JOSEPH P DALY",2010,"Academy of Management Learning & Education","dca767e9-a963-3c31-80e4-a8d9a71eede0","BUSINESS education BUSINESS students BUSINESS teachers COLLEGE students -- United States -- Psychology CONSUMPTION (Economics) EGOISM INDUSTRIAL management LEARNING PARENT & child -- Psychological aspects PSYCHOLOGY SELF (Philosophy) SELF-confidence SELF-interest STUDY & teaching UNITED States","Narcissism levels in U.S. college students have steadily risen over the past 25 years (Twenge, Konrath, Foster, Campbell, & Bushman, 2008), and these increases may be even more pronounced among business students in comparison with those in other disciplines (e.g., Robak, Chiffriller, & Zappone, 2007). This increase in narcissism has implications for both student classroom behavior and the manner in which we, as faculty, effectively teach and manage our classrooms. We explore the personality trait of narcissism, its potential manifestations in the classroom, and offer suggestions for management educators in dealing with more narcissistic students. [ABSTRACT FROM AUTHOR]"
"121","An Introduction to Collaboration with SharePoint for First-year Business Students","Laura Atkins",2009,"Journal of Information Systems Education","bce1718e-255e-367d-b86f-f6dc80b90277","collaboration collaboration exercises content sharing feedback group assignments iteration sharepoint",NA
"122","Enhancing Student Team Effectiveness: Application of Myers-Briggs Personality Assessment in Business Courses","C. H. Amato",2005,"Journal of Marketing Education","2aece24a-7d0e-3df9-b801-c25c3db3e1c8","communication myers-briggs projects teams","This article examines the relationship between student perceptions of team learning experience and communication style. Student group learning perceptions were evaluated and team communication style was measured using dyads derived from Myers-Briggs personality profiles. Groups containing similar personalities were classified as compatible, whereas groups, that blend individuals with different talents and preferences were deemed complementary. Our sample included two sections of Marketing Strategy and one Principles of Macroeconomics section. Macroeconomics students reported greater satisfaction when the group is compatible, whereas Marketing Strategy students preferred complementary groups. The number of group learning experiences and differences in group homogeneity provides likely explanations. Principles of Macroeconomics students, with little or no prior group experience, preferred the comfort of a compatible group. Alternatively, drawing on their considerable group experience, Marketing Strategy students preferred to blend the diverse talents available in a complementary group. © 2005 Sage Publications."
"123","Having Many Choice Options Seems Like a Great Idea, But . . .: Student Perceptions About the Level of Choice for a Project Topic in a Marketing Course","D. Ackerman B. L. Gross K. Sawhney Celly",2014,"Journal of Marketing Education","c0a848f1-391b-3f21-8296-7edd4a89b51a","content course creative problem solving creativity learning approaches and issues level marketing education issues methodology retailing skills student motivation surveys traits development in type of education undergraduate education","Many educators today emphasize student engagement and self-regulated learning, including giving students choices. However, research suggests that too much choice can have negative consequences such as feelings of stress and regret. An experimental design wherein students were offered different numbers of choice options when previewing, as in a syllabus or other course description, a major class project in a hypothetical Retailing Management course, examined the effects of within-course choice on perceptions of the course. The results indicate that, before they are required to engage in the course choices and make an actual decision, students prefer to have more choice. This is evidenced by their perceptions of the course’s desirability and value to their future careers, perceptions of the quality and fairness of the course instructor, and emotional reactions to the level of choice. However, when required to engage in the choice, students responded more positively to having fewer choices. Likewise, students not as interested in marketing responded more positively to having less choice. These results are more in line with findings from past research, showing that more choice can have a negative effect."
"124","A Decade of Scholarship in Marketing Education","A Abernethy . M. D. Padgett",2011,"Journal of Marketing Education","b3929796-a688-39b4-af3a-b91f9dce2c59","authorship business schools has changed content analysis decade dramatically over the last financially first marketing education the teaching environment in universi-","The teaching environment in business schools has changed dramatically over the last decade. But the last comprehensive review of the scholarship of teaching was conducted more than a decade ago. Where and from whom do the best practices for teaching originate today? To answer this question, the authors examine marketing education scholarship between 2000 and 2009 by assessing individual and institutional productivity in the two primary marketing education journals, Journal of Marketing Education and Marketing Education Review. Past findings that the most productive institutions for marketing education research were concentrated in the South no longer hold. In the last decade, interest in marketing education research is found at a large number of schools with most authors appearing only once in the two primary marketing education journals and most institutions having only one or two appearances. Higher levels of research productivity appear to be related to institutional mission."
"125","Plagiarism and Programming: A Survey of Student Attitudes.","Cheryl L Aasheim Paige S Rutner Lixin Li Susan R Williams",2012,"Journal of Information Systems Education","80760b89-c457-3eb3-91b6-eb3ee3d32818","ATTITUDE (Psychology) ATTITUDES COLLEGE students EDUCATION HUMAN behavior PLAGIARISM Plagiarism Programming RESEARCH STUDENTS Student Attitudes","This paper examines student attitudes towards a number of behaviors which range from acceptable means of seeking help on assignments to unacceptable behaviors such as copying from another student or paying someone to complete an assignment. Attitudes regarding such behaviors are compared based on the type of assignment (programming assignment, written essay, math problems). Findings indicate that students do perceive that there are differences in the acceptability of behaviors depending on assignment type. Further, the study examines the effect of an education campaign designed to increase student awareness as to which behaviors are permitted. Results suggest that faculty efforts to clarify expectations do result in a change in student attitudes regarding the acceptability of certain behaviors."
"126","Design and Implementation of an Interdisciplinary Marketing/Management Course on Technology and Innovation Management","G. a. Athaide",2005,"Journal of Marketing Education","316e3bbe-3377-3e7c-bad7-b71e84d759b6","cross-functional e xtant literature suggests implementation innovation management interdisciplinary lack of attention to not satisfied with the current team teaching technology that corporate america is","Given increasing industry demand for integrative learning, marketing curricula need to emphasize interdisciplinary approaches to teaching. Although team teaching is a useful method for achieving cross-functional integration, there are very few frameworks for effectively implementing team teaching. Consequently, marketing educators seeking to offer team-taught, interdisciplinary courses have little direction on how to proceed. Against this background, this article describes the design and implementation of a team-taught, Marketing/Management interdisciplinary course on Technology and Innovation Management (TiM). On the basis of their experiences with the course, the authors provide instructors with a template for effectively implementing similar courses. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"127","Marketing Educators' Association: 2010 MEA Conference -- April 8-10, 2010 Downtown Seattle, Renaissance Seattle Hotel","M E A Conference April",2009,"Journal of Marketing Education","24f102ff-8895-3cc7-b25c-d539d03282a4",NA,NA
"128","Call for Papers : Marketing Educators ’ Association 2007 Conference San Antonio , Texas Hyatt Regency — On the Riverwalk","San Antonio",2007,NA,"a3b71736-ce2c-3dec-9e5c-4851c1cd47d9",NA,NA
"129","My Instructor Made Me Do It: Task Characteristics of Procrastination","D. S. Ackerman",2005,"Journal of Marketing Education","545c5659-134c-321b-8aa7-026cad2b8112","assignment procrastinate procrastination","Procrastination can have a negative effect on learning. Many previous studies have examined personality factors that contribute to procrastination. This study examines selected assignment characteristics controllable by the instructor that might influence student procrastination. Results found less procrastination on assignments that were perceived as interesting, that required students to use a variety of skills, for which students perceived social norms and rewards for starting promptly, and for which the instructor provided clear instructions. Procrastination was not affected by fear, deadline pressure from other assignments, or the degree to which the task was perceived as difficult or time consuming. (PsycINFO Database Record (c) 2010 APA, all rights reserved) (journal abstract)"
"130","Exploring Innovative Teaching among Marketing Educators: Perceptions of Innovative Activities and Existing Reward and Support Programs","N. D. Albers-Miller R. D. Straughan P. J. Prenshaw",2001,"Journal of Marketing Education","942607f8-fe6e-3145-836d-800e829092d3",NA,"This study examined the perceptions of innovative teaching activities and critical support and extrinsic reward mecha- nisms among marketing academicians. A review of the mar- keting education literature and exploratory research yielded 21 specific types of educational innovation, 4 types of support for innovation, and 2 types of extrinsic rewards for innova- tion. Analysis of data collected from an Internet question- naire indicated that the specific forms of innovation can be adequately described by six dimensions. Faculty adoption of innovation is positively associated with both support and extrinsic rewards. A comparison of the perceived and desired levels of credit for the six dimensions of innovation show incongruence between the levels of support and reward fac- ulty see as desirable and those provided by their respective institutions. More specifically, faculty perceive the reward and support systems to be lacking. A discussion of the key research findings and some suggested directions for future research are provided."
"131","Selling Sales: Factors Influencing Undergraduate Business Students' Decision to Pursue Sales Education","C. Allen P. Kumar C. Tarasi H. Wilson",2014,"Journal of Marketing Education","c6dbf3a1-a6e4-3a3d-a20c-117b054275d0","2013 business education critical review of the cummins educators erffmeyer literature for sales marketing education peltier quantitative skills sales education student perceptions of sales the recent whalen",NA
"132","Effect of Type of Curriculum on Educational Outcomes and Motivation Among Marketing Students With Different Learning Styles","D. S. Ackerman J. Hu",2011,"Journal of Marketing Education","160daf03-bde3-3454-a90d-6a8e091e6c8c","active learning and guiding them learn autonomy challenging task for educators effectively has always been a in recent learning orientation learning style motivating students to learn motivation","Using an active learning approach to motivate students to learn has been advocated by many educators. It has been an ongoing discussion on whether marketing educators should customize their teaching activities based on the learning styles found in their classes recently. This study uses a scale of learning styles that includes a measure of the degree of student autonomy from the instructor. Results from an experiment of marketing students indicate that courses using an active learning approach consistently receive significant higher ratings on learning outcomes and motivation measures than those using a passive learning approach for autonomous learners, but that there are few benefits for students who are low in autonomy. This suggests that though active learning assignments are very effective, they will not necessarily lead to positive outcomes for all types of learners. (Contains 8 figures and 3 tables.)"
"133","I Can Start That JME Manuscript Next Week, Can't I? The Task Characteristics Behind Why Faculty Procrastinate","D. S. Ackerman B. L. Gross",2007,"Journal of Marketing Education","cefd3208-7112-3676-913d-3fd8e145e73c","faculty procrastinate procrastination project","Procrastination can be a crucial factor inhibiting faculty success. Many important tasks, especially publications for promotion or tenure, are typically associated with deadlines that are far in the future. As a result, time management skills can make or break the success of new faculty. This study examines task characteristics of procrastination in faculty work. It extends work by Paden and Stell and Ackerman and Gross to the context of procrastination by faculty members. An online survey asked respondents to recall important projects they had recently completed. The results suggest that task characteristics influencing procrastination in starting and in completing tasks and projects are quite different. A wider variety of factors affected faculty member procrastination in completing tasks and projects than in starting them. These included departmental norms, competing deadline pressures, perceived difficulty of the task or project in question, and clarity about how to proceed"
"134","Instructor, Student, and Employer Perceptions on Preparing Marketing Students for Changing Business Landscapes","David S. Ackerman Barbara L. Gross Lars Perner",2003,"Journal of Marketing Education","bc150721-843b-36ab-b309-3a1fdc535c49","be motivated to work career goals change curriculum especially in the short future m arketing students can marketplace most particular effort will facilitate run students their unfortunately very hard when convinced that a","Undergraduate business students tend to focus on the past strategies of firms; with less thought given to anticipating and adjusting to marketplace changes. Although both educators and employers are concerned about this disconnect; little is known about the extent and form of efforts made by instruc- tors to address it. Interviewswith marketing instructors found most incorporating some future orientation into assignments. However; obstacles such as student sloth and time demands on both students and faculty were observed. Survey data col- lected frominstructors; students; and employers found agree- ment that assignments designed to develop future-oriented thinkingand prepare formarketplace changeare important."
"135","Measuring Student Expectations and Their Effects on Satisfaction: The Importance of Managing Student Expectations","S. L. Appleton-Knapp K. a. Krentler",2006,"Journal of Marketing Education","b9058b7e-9e26-3148-be22-f2967f8537ce","assessment expectations perceptions recall","Two studies investigate the relationship between student expectations and student satisfaction. Can students satisfaction with a course be accurately predicted by comparing their perceptions to their expectations (as suggested by the expectancy/disconfirmation paradigm)? The results of these studies suggest that the answer to this question is strongly affected by the method used to measure student expectations. When recalled expectations and current perceptions are measured together at the end of a term, the extent to which student expectations are fulfilled does appear to be a good predictor of satisfaction. When expectations are measured at the beginning of a term however, the extent to which they are fulfilled is not a strong predictor of course satisfaction. These results have implications for marketing educators both in terms of the role they can play in affecting their students expectations and in terms of the timing of independent course assessments they may choose to administer."
"136","How Many Choices Are Good? Measurement of the Effects of Course Choice on Perceptions of a Marketing Option","D. S. Ackerman",2006,"Journal of Marketing Education","0fc020ec-ad78-3209-a9ee-782a487b53e0","both as it relates choice course choice is a courses degree erable attention gen- h ow many choices interest keting curricula should students have within student their mar- to higher education in topic generating consid-","This study examines the effects of amount of choice given students in selecting courses to complete a marketing minor, referred to as a marketing option. It examines how differing levels of choice can affect perceptions of, and feelings about, a marketing option. The course choice process is also explored. The impact of choice on students' desire for the option depended on the level of interest in the courses available. Perceived value of the marketing option to employers and for student's future careers was greatest when there was some choice, but not too much. Tests for emotional reactions supported the findings in that they also indicated that choice can be associated with diminishing returns, especially when the choices are not particularly interesting. The results of this study suggest that students do want choice, but within limits, and they do appear to place value on guidance and direction. [PUBLICATION ABSTRACT]"
"137","Improving Marketing Students' Reading Comprehension With the SQ3R Method","a. B. Artis",2008,"Journal of Marketing Education","3b665271-d145-398c-9356-49106cad8026","adult literacy business education college reading if you are for- infor- mation is endlessly available read reason why we should self-directed learning sq3r there is a prime to us","For courses in a marketing curriculum to be effective where traditional textbook-based teaching methods are used, students must have sufficient ability to comprehend assigned reading materials. In addition, marketing graduates will have to read proficiently to meet the expectations of employers and to satisfy their own need to be highly competent self-directed learners. Self-regulated reading training is put forth as a partial remedy, and implementation of the most popular of these methods—SQ3R—is explained."
"138","Improving Case Discussion With an Improv Mind-Set","a. Aylesworth",2008,"Journal of Marketing Education","d2bcda98-1581-325f-bdc6-6faf78024f13","case discussion collaboration creativity improv learning environment","Improvisational comedy emphasizes collaboration over competition. This leads to creative ideas and solutions to problems. By establishing this ""improv mind-set"" in the business classroom, an instructor may be able to overcome some of the problems associated with the case method (e.g., shy students, dominating students). By doing so, the learning environment of the classroom may be enhanced, and case discussions and learning outcomes may be improved. To frame the issue, the case method and some of its challenges are first discussed. Then the improv mind-set is explained and specific improv guidelines are offered. Finally, the author describes his experiences with trying to establish such a mind-set in a marketing class. © 2008 Sage Publications."
"139","The Wretched Refuse of a Teeming Shore? A Critical Examination of the Quality of Undergraduate Marketing Students","P. Aggarwal R. Vaidyanathan L. Rochford",2007,"Journal of Marketing Education","88c21122-57f4-37ac-99af-a7d72c22b006","give me your tired marketing curriculum marketing majors student quality students to breathe free undergraduate value of majors your huddled masses yearning your poor","What is the quality of students attracted to the marketing major relative to other business majors? Although some anecdotal evidence suggests that undergraduate marketing students are less quantitatively oriented, there has been no comprehensive assessment of the overall quality of marketing students relative to other business students. Using a variety of secondary data analyses from nationwide samples, the authors assess the quality of students choosing marketing as a major. The results paint a grim picture for the marketing discipline. Marketing majors are among the poorest performing students relative to other business majors both coming in to and leaving college. Results from a broad-based sample suggest that marketing educators need to start a dialogue on exactly what set of knowledge and skills core to the discipline are being offered students and their employers. The authors offer some solutions and point to areas for additional research."
"140","Developing a Stakeholder Approach for Recruiting Top-Level Sales Students","R. Agnihotri L. Bonney a. L. Dixon R. Erffmeyer E. B. Pullins J. Z. Sojka V. West",2014,"Journal of Marketing Education","59ed5b2b-ea7f-3da3-a6c9-d750bfebfb89","centers institutes is well docu- mented odds of taking a placement issues sales sales job sales management some statistics place the the demand for students undergraduate education with a sales education",NA
"141","Are We Teaching the IS 2009 * Model Curriculum ?","Charles H Apigian Stanley E Gambill",2009,"Journal of Information Systems Education","d7e58e81-914c-37e0-b95c-abc316e92fdb","curricula curriculum information systems is teaching","This article presents the results of research that gathered data about undergraduate information systems curricula and compared it to previous studies and the IS 2009 working model curriculum which is now named IS 2010 Model Curriculum after final approval. Data was collected from the websites of 240 colleges and universities identified as having information systems programs in colleges of business. The results indicate that although a core set of courses continues to be offered at schools, IS curricula continues to evolve but does not always match current curriculum models."
"142","The Development and Management of a Department of Marketing Advisory Council","D. M. Andrus D. Martin",2001,"Journal of Marketing Education","aedb5ccc-b1c2-39a6-b21a-cebaff71c4e3",NA,NA
"143","to JOURNAL OF MARKETING EDUCATION Volume 26 Authors : Articles :","Number April A Jamal A Gerard E Sharon P John Janice K Williams Selling Principles Influ- J Kenneth Richard Davis D A N Toy L R Elizabeth Harlan E Spotts Achieving Mar- Lynne Eagle Philip J Kitchen R Richard Gerard A Athaide Implementing Ser- A Steven Michael Humphreys Roger Singley",2004,"Journal of Marketing Education","4acf2182-14b6-3062-81ad-eaa017b1c2b2",NA,NA
"144","Social Loafing on Group Projects: Structural Antecedents and Effect on Student Satisfaction","P. Aggarwal C. L. O'Brien",2008,"Journal of Marketing Education","60aa2796-c696-397f-abdd-c13d1474d745","decades free riding group dynamics group projects group projects in business has been growing over he use of student-led schools social loafing student satisfaction the past couple of","To respond to the expectations of the industry and business school accreditation bodies, marketing faculty have been making extensive use of group projects in their curricula. A common problem with the use of student groups, however, is that of social loafing. In this study, we identify some easy-to-implement project set-up factors and examine their impact on reducing the inci- dence of social loafing. We find that the incidence of social loafing increases with the scope of the project and the size of the student group assigned to the project. We also find that having multiple peer evaluations during the course of the project reduces social loafing. We study the impact of social loafing on students’ satisfaction with group members’ contribution and the perceived fairness of the project grade. Recommendations for reducing social loafing and increasing students’ satisfaction with group pro- jects are also discussed."
"145","Instructor Feedback: How Much Do Students Really Want?","D. S. Ackerman B. L. Gross",2010,"Journal of Marketing Education","1423e8ed-1c46-3fce-bc09-41ac14f35fe3","and other assignments and request feedback on assignment feedback exams feedback amount feedback comments feedback is defined as grading marketing students frequently expect papers","Marketing students expect feedback on papers and assignments; and many professors expend much time and effort providing individualized and substantive comments in response to student work. Doing so is challenging and time consuming when faced with large class sizes, high student--faculty ratios, and communications-intensive courses. Furthermore, instructors observe that though students often express desire for feedback, some do not appear to use it. The results of this study suggest that when an instructor provides a lot of feedback, as opposed to a small amount of feedback on an assignment, students receive it negatively. The results also suggest that students respond no more positively than when offered no feedback comments at all. Results suggest that if an instructor wants students to be receptive to the feedback provided because they believe it is fair, because they like the instructor, or because they feel the instructor has a positive impression of them, the instructor should provide only a modest amount of feedback or a moderate number of clear and specific feedback comments. Alternatively, an instructor who wants to offer students a greater amount of feedback needs to allow them to revise and resubmit their assignments."
"146","Effects of Participation in a Simulation Game on Marketing Students' Numeracy and Financial Skills","R. Brennan L. Vos",2013,"Journal of Marketing Education","5e0064ec-321e-3dbe-b3da-0a253c7032ee","employer needs gaming measuring teaching effectiveness simulation skills traits development in undergraduate education",NA
