1517,1,Journal of Accounting Education,The association of gender with academic accountant salaries,2000,18,3,189-213,189,213,,salary accounting academics persist controlling personal education academic employment professional achievement modeling salary function gender worked rank quality individual doctoral granting institutions individual productivity quantity quality journal articles published calculate explanatory indirect gender salary modeling arguing gender displays explanatory power discrimination hiring practices allocation rewards compensation salary inequities utilize publicly data budgets sample public institutions measure salary objectivity dependent variable determinants salary publication quality captured accurate fashion gender systematic salary accounting faculty productivity work experience vary gender males average publications seniority salaries female faculty members discrimination gender pervasive salary structure accounting academic comunity,Sayre,Todd L.,Holmes,Sarah a.,Hasselback,James R.,Strawser,Robert H.,,,,,,,,,,
1532,1,Journal of Accounting Education,Refocusing ethics education in accounting: An examination of accounting students' tendency to use their cognitive moral capability,2001,19,2,103-117,103,117,,traditional accounting ethics education understanding cognitive moral capability student entering accounting professional nevertheless previously ascertained accounting student cognitive moral capability resolution accounting moral dilemmas cognitive moral capability prescriptive reasoning deliberative reasoning accounting student enrolled cooperative accounting program cooperative accounting student cognitive moral capability resolution accounting moral dilemmas associations demographic variables accounting student cognitive moral capability accounting ethics extend cooperative accounting student propensity utilize principled moral considerations factors influence accounting student propensity principled moral considerations resolution accounting moral dilemmas cooperative accounting education accounting student moral reasoning,"Thorne, Linda",,,,,,,,,,,,,,,,,
1535,1,Journal of Accounting Education,Ethics education in accounting: Moving toward ethical motivation and ethical behavior,2003,21,1,""1-16"""1-16"""",1,16,,literature ethics education accounting utilizes thorne modeling ethics decision categorize literature preponderance work discussing moral development consists sensitivity prescriptive reasoning shortage work virtue consists ethics motivation ethics behaviour deficiency exhortation moral exemplars ethics motivation accounting student faculty practitioners textcopyright science rights,Armstrong,Mary Beth,Ketz,J. Edward,Owsen,Dwight,,,,,,,,,,,,
1585,1,Journal of Accounting Education,Accounting ethics education: Integrating reflective learning and virtue ethics,2006,24,2,97-117,97,117,,reflective learning techniques deliver ethics course student virtue reasoning reflective thinking resolve conflicts accounting professionals teaching techniques class minute papers reflection journals role playing case student express thoughts orally written interact student receive feedback assignment reflective learning transform ideas understandings understanding situation tool ethics education accounting reflective learning ethics understanding student virtue reflective thinking accounting course student reflective learning slows class activity giving time process material linking ideas instructors frequent student feedback learning process rights,"Mintz, Steven M.",,,,,,,,,,,,,,,,,
1589,1,Journal of Accounting Education,The joint influence of client attributes and cognitive moral development on students' ethical judgments,2007,25,1,59-73,59,73,,academic interest ethics quality accounting judgments produced steady stream role education fostering ethics behaviour cognitive moral development accounting student influence accounting contextual factors ethics judgments evaluates influence cognitive moral development contextual client risk ethics judgments behavioral intentions auditing student student moral development earnings management ethics accept earnings management audit client student moral development student client risk scenario earnings management ethics accept earnings management audit client student client risk scenario interaction client risk moral development textcopyright rights,Brandon,Duane M.,Kerler,William a.,Killough,Larry N.,Mueller,Jennifer M.,,,,,,,,,,
1616,1,Journal of Accounting Education,Ethics and professionalism: Bringing the topic to life in the classroom,2009,27,2,71-84,71,84,http://dx.doi.org/10.1016/j.jaccedu.2009.11.001,benefits student understanding ethics professionalism workplace ongoing challenge accounting teacher ethics hold student interest student experience ethics situation work class game incorporates institute management accounting ima ethics professional practice newly revised modeling ethics conduct game student ima standards principles upheld violated mini case scenarios workplace game facilitates student reflective thinking learning process individual problem reasonable solutions managerial cost accounting course employed intermediate accounting feedback game holds student interest fosters reflective thinking course,Haywood,M. Elizabeth,Wygal,Donald E.,,,,,,,,,,,,,,
1624,1,Journal of Accounting Education,Accountants' cognitive styles and ethical reasoning: A comparison across 15years,2009,27,4,185-196,185,196,http://dx.doi.org/10.1016/j.jaccedu.2010.07.003,accounting ethics news professional practice academia leads questions ethics cognitive characterization student selecting accounting careers employ myers briggs indicator mbti cognitive styles defining test dit ethics reasoning group accounting graduates hires entering accounting professional dominant cognitive accounting hypothesize evidence dominant style ethics reasoning dit cognitive styles ethics reasoning scores sample sample attributable age gender grade average political orientation incomplete data sample definitive conclusions control variables curriculum development professional practice,Abdolmohammadi,Mohammad J.,Fedorowicz,Jane,Davis,Ophera,,,,,,,,,,,,
1628,1,Journal of Accounting Education,Beyond just desserts: The gendered nature of the connection between effort and achievement for accounting students,2010,28,1,""1-12"""1-12"""",1,12,http://dx.doi.org/10.1016/j.jaccedu.2010.09.001,evaluates gender achievement accounting student data student public institution usa gender outperforms question remained literature measures confounded rewards finds environment materially rewarded serves grade bearing evaluation females outperform males female student exert measures assembled computer software managed student interface practice questions quizzes examinations educational accounting instructors textcopyright,Fogarty,Timothy J.,Goldwater,Paul M.,,,,,,,,,,,,,,
1644,1,Journal of Accounting Education,Q-analytics: An ethics case on unlicensed software usage,2011,29,1,50-59,50,59,http://dx.doi.org/10.1016/j.jaccedu.2011.06.001,role ethics case student unauthorized unlicensed software accounting case accounting class undergraduate graduate levelswith preparation accounting information system auditing controllership accounting ethics course case read ten minutes class group deliberate roles software usage implied case student inevitably encounter software usage problem personal professional lives inevitably exposed copyright infringement realms music video class case consistently considerable debate graduate controllership course survey student graduate accounting class favorable perceptions case,Bailey,Charles D.,Soileau,Jared S.,,,,,,,,,,,,,,
1663,1,Journal of Accounting Education,Assessing professional ethics in tax: A case on uncertain tax positions,2012,30,1,80-99,80,99,http://dx.doi.org/10.1016/j.jaccedu.2012.06.013,ethics case dealing uncertain tax position case assess professional ethics assurance learning aol component course grade data student performance case student ethics frameworks frame ethics dilemmas face countenance client treatment disclosure uncertain tax position,Convery,Susan,Outslay,Edmund,,,,,,,,,,,,,,
1690,1,Journal of Accounting Education,Baker Hughes: Greasing the wheels in Kazakhstan (FCPA violations and implementation of a corporate ethics and anti-corruption compliance program),2014,32,1,36-60,36,60,http://www.sciencedirect.com/science/article/pii/S0748575114000062,case foreign corrupt practices fcpa violations texas baker hughes connection oil service operations kazakhstan assume position newly audit committee member trying baker hughes fcpa violations kazakhstan operations involve examination sec court complaint press releases government company publications annual baker hughes fcpa experiences corruption risks difficulties multinational corporations encounter internationalbusiness baker hughes code conduct fcpa compliance guide anti corruption compliance program corporate governance policies companies avoid costly penalties investigations case questions fcpa bribery accounting internal control provisions filings red flags indicating bribery warning signs auditor responsibilities uncovering illegal acts,Holtzblatt,Mark,Tschakert,Norbert,,,,,,,,,,,,,,
1721,9,Journal of Business Ethics Education,What I Try to Achieve in Teaching a Business Ethics Course,2004,1,1,""7-9"""7-9"""",7,9,http://search.proquest.com/docview/884628885?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=What+I+Try+to+Achieve+in+Teaching+a+Business+Ethics+Course{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195,teaches undergraduate business ethics course philosophy department likes mba teaching school minnesota required graded half course business ethics mba program executive mba program course objective latter course student capitalism officially promotes sustainability firms judged financial environmental friendliness corporatesocialresponsibility minnesota program sections instructor objective convince student really course course accounting financial marketing case videos investigative media plaintiffs bar ngos competitors,"Bowie, Norman E",,,,,,,,,,,,,,,,,
1722,9,Journal of Business Ethics Education,Teaching Business Ethics as a Liberal Art,2004,1,1,""11-15"""11-15"""",11,15,http://search.proquest.com/docview/884628881?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Teaching+Business+Ethics+as+a+Liberal+Art{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}date=2004-01-01{\&},teaching business ethics obviously vary course course audience audience teaching business ethics corporate executive program teaching business ethics professors business teaching undergraduate student school business college liberal arts sciences school school journalism engineering instance liberal arts account course individual personal development student world business claim time student back tell course careers lives worthwhile,"De George, Richard T",,,,,,,,,,,,,,,,,
1723,9,Journal of Business Ethics Education,"Corporate Ethics: Driven by Nature, Coaxed by Culture",2004,1,1,21-23,21,23,"http://search.proquest.com/docview/884626889?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Corporate+Ethics:+Driven+by+Nature,+Coaxed+by+Culture{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}date",ethics businessschool student absorbed consciousness acted workplace behaviour teachers draw deeply vast reservoirs nature culture culture entered evolutionary picture ancient ancestral brains began spewing streams symbolic signals passed person person imitation built dimension learning adaptational flexibility business ethics behaviour simply wish business ethics business practitioners daily work get student young old,"Frederick, William C",,,,,,,,,,,,,,,,,
1724,9,Journal of Business Ethics Education,Understanding and Appreciating Ethical Perspectives,2004,1,1,25-28,25,28,http://search.proquest.com/docview/884626888?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Understanding+and+Appreciating+Ethical+Perspectives{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}date=2,teaching business ethics wonderful opportunity inform illuminate challenge student appreciate vital role business ethics plays lives enterprise system student undergraduate graduate education ethics schemas frameworks professors teach business ethics alter previously conditioned positions regardless personal positions student bring class macro micro business ethics lives careers personal actions impact enterprise system whole ability individual honest vital individual integrity transparency organization enterprise system sustainable interpersonal relationships trust sustainable enterprise relationships trust,"Horniman, Alexander",,,,,,,,,,,,,,,,,
1725,9,Journal of Business Ethics Education,The Concept of Moral Imagination - an Inspiration for Writing and Using Case Histories in Business Ethics?,2004,1,1,29-42,29,42,http://search.proquest.com/docview/884626908?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=The+Concept+of+Moral+Imagination+-+an+Inspiration+for+Writing+and+Using+Case+Histories+in+Business+Ethics?{\&}title=Jo,concept moral imagination enrich process moral deliberation case teaching business ethics links experiences written case goal wider learning process process yield depending case moral imagination entirely solutions novel economically viable morally justifiable publication,"Hoivik, Heidi Von Weltzien",,,,,,,,,,,,,,,,,
1726,9,Journal of Business Ethics Education,The Ethics of Teaching Business Ethics: a Reflective Dialogue,2004,1,1,43-54,43,54,http://search.proquest.com/docview/884628933?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=The+Ethics+of+Teaching+Business+Ethics:+a+Reflective+Dialogue{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495,reflective dialogue teachers business ethics working continents originating conference debate theme notion ideological neutrality role business ethics teacher position argument restraint aristotleian mean protect student academic freedom moderate advocacy position socratic principles response notion teaching relational process necessitating delayed disclosure moral courage teacher reflection position publication,Macfarlane,Bruce,DesJardins,Joe,Lowry,Diannah,,,,,,,,,,,,
1727,9,Journal of Business Ethics Education,"Teaching Ethics , Heuristics , and Biases",2004,1,1,55-72,55,72,http://0-search.proquest.com.wizard.umd.umich.edu/docview/884628944?accountid=14578,economists modeling decision makers rational actors heuristics biases literature springs work nobel prize winner daniel kahneman late colleague amos tversky decision depart modeling systematic cognitive behavioral cause inefficient decision decision unethical seeks portion heuristics biases psychological literature ethics decision lecture inform student matters business actors guard errors decision perhaps avoid ethics pitfalls put enron companies news,"Prentice, Robert",,,,,,,,,,,,,,,,,
1728,9,Journal of Business Ethics Education,The Case Against Business Ethics Education: A Study in Bad Arguments,2004,1,1,73-85,73,85,http://search.proquest.com/docview/884626911?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=The+Case+Against+Business+Ethics+Education:+A+Study+in+Bad+Arguments{\&}title=Journal+of+Business+Ethics+Education{\&}iss,arguments teaching business ethics ethics duty business maximize profit law whence irrelevance ethics course milton friedman argument business economic legal incentives ethics sentiments teaching ethics ethics anyway matter personal preference unsusceptible rational treatment moral character formed childhood sitting ethics class business student motivation ethics seriously mistakes confusion underlie arguments exposed publication,"Hooker, John",,,,,,,,,,,,,,,,,
1730,9,Journal of Business Ethics Education,How to Teach Ethics: Assumptions and Arguments,2004,1,2,165-212,165,212,http://search.proquest.com/docview/884628868?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=How+to+Teach+Ethics:+Assumptions+and+Arguments{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}date=2004-0,american assembly collegiate school business stronger ethics program problem battle cry aacsb rejects weak arguments get ethics curriculum aacsb vaguely unpromising alternatives strategic business ethicists challenged aacsb defend clarify avail standards bring change teaching business ethics aacsb professed objectives achieving objectives curriculum content prominence teaching business ethics interpretation standards measuring achievement improbable standards desired impact aacsb standards controversy standing course curricular evident conclusion aacsb businessschool teacher stage strengthened ethics education standards imposed publication,Hartman,Laura P,Hartman,Edwin M,,,,,,,,,,,,,,
1731,9,Journal of Business Ethics Education,Fish Starts to Rot from Head: The Role of Business School Deans in Curriculum Planning for Ethics,2004,1,2,213-238,213,238,http://search.proquest.com/docview/884628945?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Fish+Starts+to+Rot+from+Head:+The+Role+of+Business+School+Deans+in+Curriculum+Planning+for+Ethics{\&}title=Journal+of+,role businessschool dean curriculum planning ethics deans required professional responsibility course business curriculum deans exercise informal authority accomplish task deans ethics message institutions publication,"Vidaver-Cohen, D",,,,,,,,,,,,,,,,,
1732,9,Journal of Business Ethics Education,Learning Experiences from Designing and Teaching a Mandatory MBA Course on Ethics and Leadership,2004,1,2,239-255,239,255,http://search.proquest.com/docview/884626914?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Learning+Experiences+from+Designing+and+Teaching+a+Mandatory+MBA+Course+on+Ethics+and+Leadership{\&}title=Journal+of+B,design mandatory course business ethics mba student norwegian school management title ethics,"H{\o}ivik, Heidi Von Weltzien",,,,,,,,,,,,,,,,,
1733,9,Journal of Business Ethics Education,"Put an Ethicist on the Team! A Promising but Neglected Third Way" to Teach Ethics in a Business School"""ut an Ethicist on the Team! A Promisin",2004,1,2,257-273,257,273,"http://search.proquest.com/docview/884626910?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Put+an+Ethicist+on+the+Team!+A+Promising+but+Neglected+Third+Way"+to+Teach+Ethics+in+a+Business+School{\&}title=Journ"""ttp://search.proquest.com/docview/884626910?accountid",businessschool student ethics challenges face world decades members business professional school debated merits teaching ethics stand alone foundational course teaching bit ethics curriculum every course option ethicist member team teaches management combines advantages traditional avoiding shortcomings begins lengthy interdisciplinary nature field business ethics pedagogical conception field case team teaching sauder school business school british columbia publication,"Norman, Wayne",,,,,,,,,,,,,,,,,
1734,9,Journal of Business Ethics Education,Panel: The Role of Ethics in Business Curricula,2005,2,1,""5-12"""5-12"""",5,12,http://search.proquest.com/docview/885133121?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Panel:+The+Role+of+Ethics+in+Business+Curricula{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}date=2005-,business ethics philosophic ideas justice rights duties virtues sociological concepts values culture psychological notions cognitive reasoning ethics course labeled business society,Kolb,Robert,LeClair,Dan,Pelton,Lou,Swanson,Diane,,,,,,,,,,
1735,9,Journal of Business Ethics Education,Panel: Successful Programs for Teaching Business Ethics,2005,2,1,21-27,21,27,http://search.proquest.com/docview/885133108?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Panel:+Successful+Programs+for+Teaching+Business+Ethics{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}da,goals define success business ethics program ethics program strategic starts realize bentley college required ethics components undergraduate mba program masters program concentration business ethics management mba program raytheon ceo ceo comes semester talk ethics business ethics gadfly workshop works faculty disciplines ethics course western washington school college business economic old started idea ethics core portion curriculum program required standalone course faculty members departments teaching ethics,Buono,Anthony F,Burton,Brian,Cunningham,Peggy,Fraedrich,John,,,,,,,,,,
1736,9,Journal of Business Ethics Education,Developing an Awareness of and Teaching Business Ethics in Emerging Societies: The Case of Estonia,2005,2,1,29-50,29,50,http://search.proquest.com/docview/885133047?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Developing+an+Awareness+of+and+Teaching+Business+Ethics+in+Emerging+Societies:+The+Case+of+Estonia{\&}title=Journal+of,ethics education training socialist countries understanding ethics leadership countries planning dominates organisations mainly earning profit general ethics estonia teach ethics reasoning skills business government leadership activity pursued ethics centre officially founded estonian businessschool publication,Kooskora,Mari,Ennulo,Jaan,Virovere,Anu,,,,,,,,,,,,
1737,9,Journal of Business Ethics Education,Integrating Ethics into Business Education: Exploring Discrepancies and Variability Among Professors and Students,2005,2,1,51-69,51,69,http://search.proquest.com/docview/885133021?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Integrating+Ethics+into+Business+Education:+Exploring+Discrepancies+and+Variability+Among+Professors+and+Students{\&}t,integration ethics mba program atlantic canadian school evidence discrepancies student professors regards perception integration ethics coursework discrepancies perceptions student course reasons discrepancies examples marginalization ethics barriers teaching ethics business faculty administration publication,Driscoll,Cathy,Finn,Jacqueline,,,,,,,,,,,,,,
1738,9,Journal of Business Ethics Education,Teaching Ethics: A Classroom Model,2005,2,1,71-96,71,96,,ethics inquiry overcomes profound limitation emotivism places honest moral discourse ethics properly assumes hierarchy academic disciplines venerable traditions normative ethics summarized posited reviewing constitute sufficient warrant moral positions ultimate justification normative determinations worldviews class modeling calling willingness management teacher dialogue keywords ethics theory decision modeling metaphysics worldview,"Wishloff, Jim",,,,,,,,,,,,,,,,,
1740,9,Journal of Business Ethics Education,Exploring Business School Ethics,2005,2,2,151-170,151,170,http://orca.cf.ac.uk/39709/,written businessschool talk business ethics walk talk ethics usually position business ethics curriculum constitute ethics behaviour businessschool members seeks ethics curriculum businessschool ethics self development ethics concepts businessschool faculty business ethics curriculum moral conflict role morality moral codes moral climate eight theses framework future comparative businessschool ethics,Brinkmann,Johannes,Peattie,Kenneth John,,,,,,,,,,,,,,
1741,9,Journal of Business Ethics Education,An Experiential Exercise that Introduces the Concept of the Personal Ethical Threshold to Develop Moral Courage,2005,2,2,171-197,171,197,http://search.proquest.com/docview/884628962?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=An+Experiential+Exercise+that+Introduces+the+Concept+of+the+Personal+Ethical+Threshold+to+Develop+Moral+Courage{\&}tit,experiential exercise concept personal ethics threshold pet moral behaviour always moral intention individual pet represents individual vulnerability situational factors members organizational proverbial deem unethical pet reflects interplay situation ethics issue individual exploring pet account sometimes withstand organizational pressures behave congruence ethics intentions whereas crumble face apparently minimal situational forces hope student exposure reflection pet exercise foster development moral courage publication,Comer,Debra R,Vega,Gina,,,,,,,,,,,,,,
1743,9,Journal of Business Ethics Education,Developing and Testing an Ethical Vignette in International Business,2005,2,2,213-245,213,245,http://search.proquest.com/docview/884628938?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Developing+and+Testing+an+Ethical+Vignette+in+International+Business{\&}title=Journal+of+Business+Ethics+Education{\&}iss,events september collapse enron ethics violations nasdaq brokers dealers examples emphasize teach ethics decision student interactive internationally case foster student hypothetical situation vignette student ethics situation evolve decision student decision process builds emotional content student interest topic thereby facilitating productive class international case engenders multicultural difficulties managing multinational entity vignette suitable international course management course course business ethics publication,Manuel,Tim,Bajwa,Ather,,,,,,,,,,,,,,
1744,9,Journal of Business Ethics Education,Case Development: An Innovative Approach to Case Studies and Experiences from a Graduate Marketing Ethics Course,2006,3,1,165-178,165,178,http://search.proquest.com/docview/886546309?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Case+Development:+An+Innovative+Approach+to+Case+Studies+and+Experiences+from+a+Graduate+Marketing+Ethics+Course{\&}ti,ethics prominent businesseducation educational prolific stream area business ethics teaching understanding deepened researchers holistic teaching business ethics knowledge teaching area remains sparse innovative case case development preliminary assessment postgraduate marketing ethics course group student chosen marketing ethics topic case assessment subsequently analyse class assessment student survey case development beneficial terms student learning experience directions future publication,Plewa,Carolin,Quester,Pascale,,,,,,,,,,,,,,
1745,9,Journal of Business Ethics Education,How Teaching Business Ethics Makes a Difference: Findings from an Ethical Learning Model,2006,3,1,""5-34"""5-34"""",5,34,http://search.proquest.com/docview/886546282?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=How+Teaching+Business+Ethics+Makes+a+Difference:+Findings+from+an+Ethical+Learning+Model{\&}title=Journal+of+Business+,stage ethics learning modeling posit augment evaluation business ethics education ignatian jesuit catholic methodologies self reflection discernment comments undergraduate graduate student enrolled american school relationship ethics attitudes business conduct business ethics course ethics education raise student ethics shift ethics attitudes directions existence ethics understanding learning modeling methodological challenges future evaluation ethics education enhancement generalizability international borders linking business ethics education conduct climate business practice publication,Balotsky,Edward R,Steingard,David S,,,,,,,,,,,,,,
1746,9,Journal of Business Ethics Education,A Pedagogy for Integrating Catholic Social Ethics into the Business Ethics Course,2006,3,1,35-54,35,54,http://search.proquest.com/docview/886531183?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=A+Pedagogy+for+Integrating+Catholic+Social+Ethics+into+the+Business+Ethics+Course{\&}title=Journal+of+Business+Ethics+,catholic businessschool fulfill religious mission catholic social ethics business curriculum challenge business instructors unfamiliar catholic ethics tradition overcome difficulty describing pedagogy catholic social ethics business ethics course pedagogy utilizes modeling course design inquiry modeling moral behaviour grounded student worldview framework plausible learning goal student moral moral reasoning moral motivation goal catholic management education attitudes student course drawn curriculum publication,"Cassidy, John C",,,,,,,,,,,,,,,,,
1747,9,Journal of Business Ethics Education,A Measurement Model for Ethical Competence in Business,2006,3,1,55-74,55,74,http://search.proquest.com/docview/886546264?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=A+Measurement+Model+for+Ethical+Competence+in+Business{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}dat,ethics competence questionnaire working life business ecq wlb instrument measures ethics competence business psychological problem decision skill questionnaire constructed avoid connection moral philosophical theory theoretical base autonomy hypothesis piaget autonomous reasoning questionnaire correlated organizational hierarchy ecq wlb satisfying psychometric properties reasonable reliability properties confirmatory measurement modeling compatible data publication,Kavathatzopoulos,Iordanis,Rigas,Georgios,,,,,,,,,,,,,,
1748,9,Journal of Business Ethics Education,Overarching Goals of Teaching Business Ethics: What Should We Be Trying to Achieve?,2006,3,1,83-109,83,109,http://search.proquest.com/docview/886527893?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Overarching+Goals+of+Teaching+Business+Ethics:+What+Should+We+Be+Trying+to+Achieve?{\&}title=Journal+of+Business+Ethic,panel business professors teaching business ethics joseph desjardins college benedict john school said every student course moral philosophy businessschool philosophy department tailor course student accord overarching goal business ethics education teach philosophy academic dealing student behaviour telling live lori verstegen ryan san diego state school said management energy required undergraduate management majors course business ethics sort course thinks lot room teach teach,Anonymous,,,,,,,,,,,,,,,,,
1752,9,Journal of Business Ethics Education,Professional Ethics: Does It Matter Which Hat We Wear?,2007,4,1,103-112,103,112,http://search.proquest.com/docview/885917648?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Professional+Ethics:+Does+It+Matter+Which+Hat+We+Wear?{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}dat,keynoted delivered john hooker tepper school business carnegie mellon school usa interdisciplinary ethics forum school glasgow scotland autumn understanding professional obligation professional hooker gave explanation professions theory professional obligation seems obligations differ professions consequences teach professional ethics professional expect kind conduct members professionals live expectation professional obligation obligation fulfill professional public relies obligation duty keep promise,"Hooker, John",,,,,,,,,,,,,,,,,
1753,9,Journal of Business Ethics Education,A Proposed Structure for an Accounting Ethics Course,2007,4,1,27-54,27,54,http://search.proquest.com/docview/885916575?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=A+Proposed+Structure+for+an+Accounting+Ethics+Course{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}date=,stand alone ethics course accounting shortfalls questionable teaching ethics curriculum,Bean,David F,Bernardi,Richard a,,,,,,,,,,,,,,
1754,9,Journal of Business Ethics Education,Ethics Education: Let the Adventure Begin!,2007,4,1,55-78,55,78,https://www.pdcnet.org/pdc/bvdb.nsf/purchase?openform&fp=jbee&id=jbee_2007_0004_0000_0055_0077,corporate climate states elicited newfound ethics behaviour organizational ethics education responsibility entities organizational look college teacher ethics development employees causing academics closer look components ethics education program debate ethics course novel ethics education aligning goals desired components adventure education techniques publication,"Godsey, M",,,,,,,,,,,,,,,,,
1755,9,Journal of Business Ethics Education,"Teaching Ethics and Accreditation: Faculty Competence, Methods and Assessment",2007,4,1,""5-25"""5-25"""",5,25,"http://search.proquest.com/docview/885917603?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Teaching+Ethics+and+Accreditation:+Faculty+Competence,+Methods+and+Assessment{\&}title=Journal+of+Business+Ethics+Educ",standards association collegiate school business international aacsb stress business curriculum learning objectives ethics critical knowledge skills ethics responsibilities required institutional accreditation exploratory ethics integration,Dean,Kathy Lund,Beggs,Jeri Mullins,Fornaciari,Charles J,,,Reid, Anna,Jones, Alan,,,,,,
1757,9,Journal of Business Ethics Education,Interdisciplinary Perspectives on Professional Ethics and Some Thoughts on Social Network Analysis,2007,4,1,97-101,97,101,http://search.proquest.com/docview/885916570?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=Interdisciplinary+Perspectives+on+Professional+Ethics+and+Some+Thoughts+on+Social+Network+Analysis{\&}title=Journal+of,autumn school glasgow scotland interdisciplinary ethics forum preparation launch centre applied ethics legal philosophy representatives professional group attended kind interdisciplinary dialogue seems potentially reasons firstly ethics challenges professional group things nature professional relationships social function professions socio legal discourses humanrights secondly policy agendas forcing disparate professional business group working relationships kind interdisciplinary forum opportunity kinds values embedded modes professional obligations practices values conflict professions,"McPhail, Ken",,,,,,,,Kenworthy, Amy,McNamara, Ray,,,,,,
1758,9,Journal of Business Ethics Education,What's Going to Be New in Medical Ethics,2007,4,1,113-115,113,115,http://search.proquest.com/docview/885916474?accountid=14549$\backslash$nhttp://hl5yy6xn2p.search.serialssolutions.com/?genre=article{\&}sid=ProQ:{\&}atitle=What's+Going+to+Be+New+in+Medical+Ethics{\&}title=Journal+of+Business+Ethics+Education{\&}issn=16495195{\&}date=2007-01-01{\&}v,speech delivered interdisciplinary ethics forum school glasgow michael wilks chairman british medical associations ethics committee initially examples kinds ethics medical professional application medical ethics principles depends doctors role function challenge michael drew problematic personal health information right health elaborate application principles necessitates multidisciplinary issue personal health information relates growth information technology concomitant explosion quantity personal information databases michael referred international convention economic social cultural rights asserts right everyone enjoyment highest attainable physical mental health,"Wilks, Michael",,,,,,,,,,,,,,,,,
