"","title","authors","year","src","id","keywords","abstract"
"1417","Trade-offs in audit testing","Eric E. Spires",2012,"Journal of Accounting Education","6e0fa50a-4400-3443-a56a-f57009a7355a","Audit evidence Audit risk Audit strategy Internal controls","This case is designed to help you to understand one of the fundamental concepts underlying audits of financial statements: the impact of testing controls on the substantive audit testing to be conducted. When determining the nature, timing and extent of substantive testing, the auditor must consider the costs involved in testing controls and compare that cost to the savings in substantive testing that can occur by relying on the tested controls. In other words, the auditor trades off control testing and substantive testing to determine the best mix of procedures. Similarly, for substantive evidence, the auditor must determine the best mix of substantive analytical procedures and tests of details. In this case, you will assess the trade-offs between the various types of auditing procedures (tests of controls, substantive analytical procedures and tests of details) to determine the optimal audit strategy. ?? 2012 Elsevier Ltd."
"1418","An instructional assignment for student engagement in auditing class: Student movies and the AICPA Core Competency Framework","Gail Kaciuba",2012,"Journal of Accounting Education","1fa07cbe-1040-3b50-bcb2-29265158a2fb","AICPA Core Competency Framework for Entry into the Auditing concepts Movies Role-playing Student engagement","Student engagement can improve any accounting class, including the auditing class. Auditing concepts are often abstract, difficult to learn, and even considered a bit boring for many undergraduate students. For the past six semesters student teams in my auditing classes have recorded short movies about auditing concepts and/or audit-related situations. The students have created humorous movies with various themes including Batman, Star Wars, Charlie's Angels, families making moonshine, and Scooby-Doo. While the themes have varied, each of the movies has related to an auditing concept. As the students prepare the script, they learn the relevant auditing concepts well enough to rephrase them and write them into a situational comedy. Most importantly, this instructional assignment provides for student practice on many of the competencies found in the AICPA Core Competency Framework for Entry into the Accounting Profession (AICPA, 2005). © 2012 Elsevier Ltd."
"1419","Rosie's East End Restaurant: An experiential introduction to auditing","Richard Gifford Harry Howe",2012,"Journal of Accounting Education","dc963720-7347-39dd-99d7-52cf8c6ab23b","Audit process Evidence Internal control Materiality","This short interactive case introduces several auditing concepts in the context of a familiar activity: verifying the accuracy of a restaurant bill. You will work in student teams to first determine whether the bill is accurate, and then to decide whether you are willing to pay it. During the exercise, you will keep track of the various steps and procedures you used in making your decisions. After you complete the exercise, your instructor will relate the activity to various auditing topics in the auditing process such as audit evidence, internal control, materiality, professional responsibilities and the concept of "" fairly stated."" Hundreds of students have completed this exercise and report that it has helped them grasp many essential features of the auditing process, while providing a useful frame of reference for more complex aspects of the audit process. ?? 2012 Elsevier Ltd."
"1420","CV Technologies/Cold-fX","Charles P. Cullinan Gail B. Wright",2012,"Journal of Accounting Education","6d2091ee-4572-378b-9e1e-e160c82ee136","Accounting estimates Audit risk Materiality Revenue recognition Subsequent events","The CV Technologies/Cold-fX case is based on real events at a Canadian company that attempted to enter the US market with a cold remedy called Cold-fX. CV shipped product to US retailers shortly before its fiscal year end of September 30. The product did not sell well in the US, and the company experienced a larger number of returns from US retailers than the company had historically experienced from their Canadian retailers. Many of these product returns occurred after the fiscal year end, but before the financial statements were issued. The case deals with auditing estimates related to the timing of revenue recognition and the auditor's responsibilities to consider subsequent events. Another distinctive aspect of the case involves the effects of selling in foreign markets and how entering new markets can affect the appropriate timing of revenue recognition. ?? 2012 Elsevier Ltd."
"1421","The SMU football recruiting scandal: A primer on compliance auditing and forensic investigations","Matthew Brezina Ryan J. Casey Jonathan H. Grenier Andrew B. Reffett",2012,"Journal of Accounting Education","88cf3f02-ca40-37dc-937e-d2a3d2afd576","Compliance auditing Forensic investigations Predication of fraud Risk-based auditing","This case uses the National Collegiate Athletic Association (NCAA) rules violations at Southern Methodist University (SMU) to illustrate the concept of risk-based auditing in the context of an NCAA compliance audit. The case also examines how, given a predication of NCAA rules violations, compliance audits can transition to forensic investigations. The context is set with information regarding NCAA rules, SMU's football program, and the competitive landscape of collegiate football in the former Southwest Conference during the late 1970s and early 1980s. Students assume the role of an NCAA compliance auditor and plan the compliance audit of SMU's Athletic Department using risk-based concepts. After identifying how several occurrences and allegations created a predication of NCAA rules violations at SMU, students plan a forensic investigation of SMU's football program, and compare compliance audits with forensic investigations. This case is suitable for both undergraduate and graduate assurance courses, as well as forensic accounting courses. ?? 2012 Elsevier Ltd."
"1422","An overview of management compensation","Luann J. Lynch Susan E. Perry",2003,"Journal of Accounting Education","870f27d9-bffe-3c62-9217-53e194d4cd36","Executive compensation Management compensation Stock options","Accounting curricula should change to meet the evolving needs of business, including needs of the accounting profession. One increasingly complex element of the business environment is the appropriate design of management compensation systems. Concerns regarding the level of executive pay, the debate over stock options, the emphasis by the International Accounting Standards Board on determining appropriate accounting for share-based compensation, and the lack of current accounting standards regarding share-based compensation in most countries challenge our thinking regarding the accounting for and the design and evaluation of compensation alternatives. As future accountants, consultants, and financial managers designing and accounting for compensation plans, students must understand both the broader business issues surrounding the use of these contracts and the accounting, tax, and managerial issues associated with compensation alternatives. We provide a general discussion of different compensation mechanisms, their benefits and limitations, and their related financial, tax, and managerial accounting implications. In addition, we provide technical references to enable students to conduct a detailed investigation of each type of compensation to facilitate a rich, rigorous discussion in the classroom. We recommend using this paper in financial, tax, and managerial accounting courses to broaden students' understanding of all these issues beyond the more focused discussions typical in these courses. ?? 2002 Elsevier Science Ltd. All rights reserved."
"1424","Reconciliation of net income to cash flow from operations: An accounting equation approach","Atul Rai",2003,"Journal of Accounting Education","c9bd4bc5-c112-3ab6-b192-95c1d1774751","Basic accounting equation Indirect method Reconciliation Statement of cash flow","This paper demonstrates the use of the basic accounting equation to provide the logic behind the steps commonly described in current accounting textbooks to reconcile net income to cash flow from operating activities. Such a framework provides students a better understanding of the indirect method of calculating cash flow from operating activities. A step-by-step analysis is provided to demonstrate how cash flow can be obtained using the basic accounting equation. The analysis provided in this paper also highlights the articulation of financial statements. ?? 2002 Elsevier Science Ltd. All rights reserved."
"1425","Ethics education in accounting: Moving toward ethical motivation and ethical behavior","Mary Beth Armstrong J. Edward Ketz Dwight Owsen",2003,"Journal of Accounting Education","cae8efa7-bded-3ded-930a-843ffe8a9267","Ethics education Moral development","This paper reviews the literature on ethics education in accounting and utilizes Thorne's 1998 Integrated Model of Ethical Decision Making to categorize that literature. The review reveals a preponderance of work discussing moral development, which consists of sensitivity and prescriptive reasoning, but a shortage of work addressing virtue, which consists of ethical motivation and ethical behavior. Because of this deficiency, the authors explore the potential of exhortation and moral exemplars to increase ethical motivation among accounting students, faculty, and practitioners. © 2002 Elsevier Science Ltd. All rights reserved."
"1426","Strategic analysis of operating income: An extension to Horngren, Foster and Datar","Parvez R. Sopariwala",2003,"Journal of Accounting Education","e22bfa70-ad24-3e81-88e3-1535cde88b93","Capacity utilization Long-term vs. short-term view Strategic analysis of income","In the 10th edition of their Cost Accounting text, Horngren, Foster and Datar introduce the concept of strategic analysis of operating income by separating a company's operating income into growth, price-recovery, and productivity components. These components are then used to evaluate the success, or lack thereof, of a company's cost-leadership or product differentiation strategies. I extend their analysis of fixed capacity costs in the following manner. First, I suggest that the ""long-term view"" supported by activity-based costing might be more appropriate for determining the growth component instead of the ""short-term view"" supported by throughput costing and Goldratt and Cox in The Goal. Next, I introduce a new component called capacity underutilization into their formulation which highlights the impact of (1) changing capacity costs relating to unused capacities, (2) changes in available capacities between the years, and (3) changes in capacities used between the years. ?? 2002 Elsevier Science Ltd. All rights reserved."
"1427","Student health services: A case of employee fraud","Bonita K. Peterson Thomas H. Gibson",2003,"Journal of Accounting Education","623bd060-3969-3c91-9096-1e2911593dc5","Asset misappropriation Embezzlement Fraud Red flags Skimming scheme","The indicators of employee fraud often are not recognized by auditors or their clients until after financial losses have been incurred. Employee fraud costs society hundreds of billions of dollars every year [The Association of Certified Fraud Examiners. (2002). Report to the nation on occupational fraud and abuse. Austin: ACFE], and as such, it is increasingly important for auditors and accountants to have fraud prevention and detection skills. This nonfictional case of employee fraud in a university setting is designed to expose students to several different fraud issues. Topics covered in this case include: an explanation of why people commit fraud; the profile of the typical fraud perpetrator; recognizing red flags that may indicate the presence of fraud; the importance of a strong system of internal controls in preventing and detecting fraud; and audit procedures that may help to detect a skimming scheme. This case is appropriate for use in a first auditing course or a fraud examination course. ?? 2002 Elsevier Science Ltd. All rights reserved."
"1428","Accounting for trading and available-for-sale investments","Robert G. Rambo Carolyn L. Lousteau",2003,"Journal of Accounting Education","b2cfe5a7-6176-3ed5-96df-dfe5a058250c","Comprehensive income Investment in available-for-sale securities Investment in trading securities","Differences in accounting for trading securities versus available-for-sale securities is often confusing to students. SFAS No. 115, Accounting for Certain Investments in Debt and Equity Securities (FASB, 1993), SFAS No. 130, Reporting Comprehensive Income (FASB, 1998), and the presentation of investments in intermediate financial accounting textbooks provide limited guidance for preparing useful classroom examples. Moreover, little mention is given in textbooks to the Statements' explicit shift in measurement theory for security investments from historical cost to current cost. In this paper, we provide examples of the accounting treatment, journal entries, and financial statement preparation for trading and available-for-sale investment portfolios. Both debt and equity portfolios are used to illustrate the accounting for gains and losses (holding and realized), and the related financial statement presentation. The examples also provide an introduction to the relationship between net income and comprehensive income. ?? 2003 Elsevier Science Ltd. All rights reserved."
"1429","Accounting in the fifth grade - Is it too early?","Gwendolen B. White W. T. Wrege",2003,"Journal of Accounting Education","a7fd61a1-315c-3925-ac5a-4e4ad4077fe6","Early accounting education Elementary students Gifted education","This paper describes a project that teaches principles of accounting and Microsoft Excel to gifted and talented fifth graders. The course material was adapted from a college course usually taught at the sophomore level. Students learned about business transactions, financial statements, and business decision-making. Score differences on pretests and posttests showed learning at a statistically significant level ( P <0.01). Fifth graders' posttest scores were not statistically different ( P <0.05) from college sophomores who took the same test. The importance of this project is that elementary age students can form very favorable impressions of accounting, which may be beneficial to the students and to the accounting profession. Almost all of the fifth grade students desired to learn more about accounting. This project is also an excellent opportunity to involve Beta Alpha Psi in a rewarding service experience. ?? 2003 Elsevier Science Ltd. All rights reserved."
"1430","An approach to integrating accounting courses","Jane N. Baldwin Delton L. Chesser",2003,"Journal of Accounting Education","a6c5b71f-53e9-305e-9d72-f3a65c9925e6","Integration","This paper presents an approach for actively engaging students in developing the integration skills identified by the AICPA and others as needed for success in the accounting profession. Student groups first answer a set of questions in a comparison grid and then complete a related application case. The grid and case contrast the treatment of a specific accounting issue from the perspective of different accounting courses. We illustrate our approach with the treatment of bad debts from a financial/tax perspective. An appendix provides financial/audit and managerial/tax grids and cases. Assessment results suggest that the approach helps improve students' integration skills. ?? 2003 Elsevier Science Ltd. All rights reserved."
"1431","Performance measures in the media and software division of Kao (Singapore) Private Limited","Nam Sang Cheng Li Li Eng Y. T. Mak Chee Leong Chong",2003,"Journal of Accounting Education","53f1f962-4fda-327d-918e-a664c6d30ee5","Balanced Scorecard Critical success factors EVA Non-financial performance indicators Performance evaluation","This paper presents a case that requires students to identify the corporate objectives and critical success factors of the media and software division of a company and propose performance measures that should motivate employees to work towards these objectives. The case provides students with an opportunity to practise managerial accounting decision-making within the context of corporate strategy. This case illustrates the need for a variety of criteria (both financial and non-financial) for evaluating performance within a firm or business unit and provides the opportunity to discuss the potential behavioral issues arising from management of the division. © 2003 Elsevier Science Ltd. All rights reserved."
"1432","Personality preferences of accounting students: A longitudinal case study","Stacy E. Kovar Richard L. Ott Dann G. Fisher",2003,"Journal of Accounting Education","b5ea16ab-5f99-379b-aa8f-5c9fed54a1b4","Personality preferences","As the skills needed to succeed in accounting broaden, accounting programs must develop recruiting strategies to attract and retain individuals with a broader range of personality characteristics. As a form of recruitment evaluation, this study uses the Myers-Briggs Type Indicator (MBTI) to examine the characteristics of accounting students recruited into and retained by one of the original Accounting Education Change Commission (AECC) grant programs. Results indicate that, contrary to expectations, the personality types attracted to and retained in the program have not become more diverse over the course of 8 years. These results may imply that certain requisite preferences are needed to succeed in accounting or that homogeneity has benefits not previously considered. They certainly suggest a need to further refine recruiting processes, to focus on broader perceptions of the profession, to evaluate faculty's own preferences and biases and/or to develop curriculum to help students learn to utilize their less preferred personality traits. ?? 2003 Elsevier Science Ltd. All rights reserved."
"1434","Speed Splasher: An interactive, team-based target costing exercise","Joseph F. Castellano Saul Young",2003,"Journal of Accounting Education","380f6139-c60f-30ad-b333-85cd90cef13b","Target costing","Target costing is an important strategic cost management topic. The competitive business environment requires firms to produce products with the quality and functionality demanded by customers while at the same time selling them for prices largely determined by the market. Conventional cost management and cost plus pricing strategies are not very effective in this new environment. The design-centered and market-driven focus of the target costing process and the inability of firms to trade off quality and functionality to achieve target costs, are concepts not always easy to demonstrate in an accounting exercise. To overcome this problem, the authors have developed an interactive, in-class, team-based target costing exercise. This problem involves students in the dynamic process required to bring a product to market that simultaneously meets customer requirements for quality, functionality, and price-cost, and the firm's target profit requirement. The authors describe and explain this exercise, and provide guidelines for conducting the exercise in class. ?? 2003 Elsevier Science Ltd. All rights reserved."
"1435","Assessing knowledge structure in accounting education: An application of Pathfinder Associative Networks","Mary B. Curtis Mark a. Davis",2003,"Journal of Accounting Education","a58285ee-3dc9-30a0-a167-864b498b69b7","Classroom assessment technique Knowledge structure Pathfinder Structural assessment","Knowledge structure, or the way in which individuals organize knowledge, is a separate and distinct learning outcome. Extensive prior research supports the contention that knowledge structure is a primary determinant of expertise in any professional field. Assessments of structural development can provide instructors and students with unique feedback regarding progress toward the development of appropriate knowledge structure and the effectiveness of training, yet such assessments are seldom employed in accounting education. This paper presents a structural assessment technique, Pathfinder, which is easily implemented in an instructional setting to measure the development of students' structural knowledge. This paper describes Pathfinder and presents results from two studies conducted to evaluate the appropriateness of employing Pathfinder in accounting education. Results indicate that Pathfinder measures of structural assessment improved in response to instruction in accounting and pre-instructional differences in knowledge of accounting influenced the post-instructional quality of knowledge structure. Most importantly, data produced by Pathfinder enhanced the prediction of performance-related outcomes relevant to professional practice, beyond that provided by more traditional measures of student learning. Finally, knowledge structure measures were positively associated with domain-specific self-efficacy. Combined, these results confirm the convergent, discriminant and predictive validity of the measure and demonstrate that structural assessment can provide valuable feedback regarding instructional effectiveness. ?? 2003 Elsevier Ltd. All rights reserved."
"1436","Defining the present and shaping the future: The changing nature of accounting education in Ireland","Marann Byrne Barbara Flood",2003,"Journal of Accounting Education","847e88d9-f10e-3754-bfe2-8e3925b7e125","Accounting education in Ireland Accounting in the school curriculum Higher education History of accounting education Professional education","This paper uses an historical perspective to provide a comprehensive understanding of contemporary accounting education in Ireland. It describes the structure and nature of accounting education within the profession, higher education, and the second level school system. The relationships among these three sectors are analysed and the distinctive features of Irish accounting education are highlighted. Tracing the developments in accounting education across the sectors, economic activity is identified as the key driver of change. By examining the genealogical roots of accounting education, this research develops a contextualised understanding of the spectrum of contemporary accounting education in Ireland. It highlights current issues and challenges, offering a framework for further deliberations by policy makers and researchers. This paper also facilitates research comparing Irish accounting education to that experienced in other countries and to the education systems of other professions in Ireland. ?? 2003 Elsevier Ltd. All rights reserved."
"1437","On the benefits of a mathematical solutions approach to time value of money instruction: Arguments and evidence","Stephen J. Dempsey",2003,"Journal of Accounting Education","e586fa05-1899-3922-97ac-97eab5db7b12","Instruction Pedagogy Time value of money (TVM)","This paper proposes several educational benefits to be derived by abandoning the traditional textbook focus on time value of money (TVM) tables and requiring student-generated mathematical solutions to TVM problems. These include: (1) greater reinforcement and appreciation for the theoretical concepts underlying TVM analysis; (2) improved professional preparation for dealing with real-life TVM applications; and (3) a better backdrop from which to introduce more sophisticated TVM topics calling for a requisite mathematical understanding (e.g., effective interest rates and exponential growth between discrete interest periods). Comparative computational efficiency and learning effectiveness are empirically evaluated in an experiment on two groups of students: those who reinforced their learning using a mathematical approach and those who reinforced their learning using tables. Students that employed the mathematical approach scored significantly higher on a common achievement test and also completed the tests in significantly less time. A post-experimental attitudinal questionnaire revealed statistically significantly stronger student preferences for the mathematical approach. ?? 2003 Elsevier Ltd. All rights reserved."
"1438","Teaching logic to auditing students: Can training in logic reduce audit judgment errors?","Irvin T. Nelson Richard L. Ratliff Gordon Steinhoff Graeme J. Mitchell",2003,"Journal of Accounting Education","c9963502-51d3-3928-8b9c-6da8d18855a3",NA,"Recent audit failures of unprecedented magnitude and their effects upon the capital markets have resulted in heightened public and regulatory concern towards the auditing profession. Increased scrutiny and a possible movement to principles-based accounting standards are creating an auditing environment in which ""critical thinking"" skills will be increasingly important. Consequently, rule based auditing courses may be insufficient to prepare students for the emerging discipline. Logic is an important component of ""critical thinking;"" in fact, the two are considered synonymous in the philosophy literature. Although logic has been called ""the mother discipline of auditing"" (Mautz & Sharaf, 1961. Philosophy of auditing. Sarasota, FL: American Accounting Association), training in logic is conspicuously absent from accounting curricula, while research in logic is almost non-existent in both the accounting education and audit judgment literatures. Students in this study were taught formal and informal logic in an auditing course. They studied valid and invalid argument forms within the specific context of auditing services. These students, others without training, and a sample of professional auditors were then tested with a series of real-world auditing vignettes requiring critical reasoning and judgment. Students trained in logic outperformed students without such training. Furthermore, students trained in logic outperformed experienced auditors in their abilities to discern valid versus invalid argument forms. Conversely, experienced auditors outperformed trained students in their abilities to discern believable versus less believable argument premises. The results of the study have important implications both for university education and for continuing professional education for auditors. ?? 2003 Elsevier Ltd. All rights reserved."
"1439","Creating interactive spreadsheets to provide immediate feedback","Mark W. Lehman Clyde E. Herring",2003,"Journal of Accounting Education","bb8b0301-fc39-34f3-bf93-4462990d7b6e","Check figures Delayed feedback Electronic spreadsheet Interactive spreadsheet","Features available with electronic spreadsheets enable accounting educators to create interactive spreadsheets that provide students with immediate feedback regarding the accuracy of their solutions. Providing immediate feedback using an answer-until-correct approach can help students acquire and retain knowledge. In this approach students open an incomplete spreadsheet and create formulas to complete the accounting problem. Correct solutions are denoted by a change in font color. Security features prevent students from locating the correct answers stored in an adjacent area. Problems illustrated in this paper relate to principles of financial accounting. However, interactive spreadsheets can also be used in other accounting courses such as managerial, cost, and intermediate accounting. ?? 2003 Elsevier Ltd. All rights reserved."
"1440","The five-minute quiz","Robert J. Liebler",2003,"Journal of Accounting Education","c11e561c-8b3d-300b-8476-1e1971ee2fbd","Frequent testing Quizzes","Despite its well-known benefits, frequent testing is not widely used in accounting education, possibly because it is perceived as being too time consuming. This paper describes an efficient method of frequent testing that uses only a small fraction of class time and does not demand a large amount of the instructor's time. ?? 2003 Elsevier Ltd. All rights reserved."
"1441","Stochastic CVP analysis as a gateway to decision-making under uncertainty","James a. Yunker Penelope J. Yunker",2003,"Journal of Accounting Education","6f2210f0-afca-31a2-ad77-a19891ef5623","Cost Decision making Profit Volume","Although a substantial research literature on cost-volume-profit (CVP) analysis under uncertainty has accumulated since the seminal contribution of Jaedicke and Robichek [Accounting Review, 39 (1964), 917], this literature has been almost entirely ignored by authors of managerial and cost accounting textbooks. This is unfortunate because owing to the extreme simplicity of the basic deterministic CVP model, students are better able to understand the elements added by generalizing the model to an uncertainty situation. A CVP model that incorporated uncertainty would therefore provide a good entry point into the important but complicated topic of decision-making under uncertainty. This paper sets forth, analyzes and applies a CVP under uncertainty model specifically geared toward classroom instruction. It is a simpler model than many of those developed in the research literature, but it does incorporate one advanced component: an ""economic"" demand function relating the expected sales level to price. Price is neither a constant nor a random variable in this model but rather the firm's basic decision variable. The simplicity of the model permits analytical solutions for five ""special prices"": (1) the highest price which sets breakeven probability equal to a minimum acceptable level; (2) the price which maximizes expected profits; (3) the price which maximizes a Cobb-Douglas utility function based on expected profits and breakeven probability; (4) the price which maximizes breakeven probability; and (5) the lowest price which sets breakeven probability equal to a minimum acceptable level. An example of application is presented in which the model is applied to pricing continuing education programs offered by Center for Management and Professional Development at the authors' university. ?? 2003 Elsevier Ltd. All rights reserved."
"1443","The role of cognitive learning styles in accounting education: Developing learning competencies","Angus Duff",2004,"Journal of Accounting Education","5580deff-6719-3487-82f7-d5cc03f3e33d","Cognitive information processing models Cognitive learning styles Learning how to learn Students' approaches to learning","The potential for cognitive learning style (CLS) to develop students' learning competencies is limited by the variety of conceptualizations, constructs and instruments. This paper contrasts two models for operationalizing CLS: Furnham's [Furnham, A. (1995). The relationship between personality and intelligence to cognitive style and achievement. In D. H. Saklofske, M. Zeidner (Eds.), International handbook of personality and intelligence (pp. 397-413). New York: Plenum Press.] conceptualization of the roles of CLS, and Ramsden's [Ramsden, P. (1992). Learning to teach in higher education . London: Routledge.] contextual model of student learning. The origins of CLS, its fundamental dimensions, and methods of assessment are also reviewed. Five propositions suggesting ways accounting educators can make use of CLS and associated measures to help students 'learn how to learn' are developed and recommendations for future research are offered. ?? 2003 Elsevier Ltd. All rights reserved."
"1444","Using the securities and exchange commission's ""plain English"" guidelines to improve accounting students' writing skills","Alan Reinstein Melvin Houston",2004,"Journal of Accounting Education","fb48edb5-70a0-34fb-92b5-f69318581911","Communication skills Readability","In response to the strong emphasis that the accounting profession places on writing skills, we tested whether sustained application of the Securities and Exchange Commission's (SEC) ""Plain English"" guidelines to student papers increases their readability and, by implication, improves the editing skills of student writers. We emphasized the SEC guidelines on three writing assignments in each of three courses offered at Wayne State University. To measure readability, we used Micro Power & Light Co.'s Readability Calculations program to determine the Flesch and Fog indices for all graded assignments. For the most part, we found that teaching and requiring use of the SEC guidelines significantly improved the readability of students' papers. Faculty members at other programs may wish to consider using similar processes to improve students' writing skills. ?? 2004 Elsevier Ltd. All rights reserved."
"1445","Cooperative learning: Resources from the business disciplines","Carolyn Strand Norman Anna M. Rose Constance M. Lehmann",2004,"Journal of Accounting Education","46226433-6da2-3fc2-9bca-30903124cf63","Cooperative learning Group learning Participative learning Teamwork","This article identifies, classifies, and summarizes cooperative learning papers from the business disciplines to provide a resource for accounting educators who wish to promote collaboration in the classroom. This cross-disciplinary approach offers accounting educators a substantive resource on cooperative learning that guides implementation of this pedagogy. The article also offers suggestions for implementing cooperative learning. ?? 2004 Elsevier Ltd. All rights reserved."
"1446","An unusual cash control procedure","Charles D. Bailey",2004,"Journal of Accounting Education","3fcba66b-959a-31c3-955a-a98980c7d0cb",NA,"This one-page case describes a self-service merchandising approach in an unusual setting. The cash control procedure described in the case has been used successfully for years, but students overwhelmingly reject it as unworkable or foolish. Classroom discussion of the case can highlight issues of creative thinking, non-value-added activities, cost-benefit analysis, and the psychology of ""honest"" behavior. ?? 2004 Elsevier Ltd. All rights reserved."
"1447","Classroom strategies for improving students' oral communication skills","Debra M. Grace Jeanette W. Gilsdorf",2004,"Journal of Accounting Education","29d2f999-861d-324e-b3ff-b97c47e8fb27",NA,"Accounting students, while technically proficient, are often weak in, and apprehensive about, oral communication. In this paper, we illustrate how using ""communicating-to-learn"" strategies can improve students' oral communication skills and strengthen their accounting abilities. We provide a series of four practical and classroom-tested assignments for improving students' speaking skills without unduly increasing demands on course structure or grading. ?? Elsevier Ltd. All rights reserved."
"1450","Mooresville Honda Company: A case in forensic accounting","Maribeth Coller Glenn W. Harrison Earl a. Spiller",2004,"Journal of Accounting Education","2f105871-8d51-3a90-b97b-ef2e39104a74","Cost estimation Cost-volume profit analysis Legal damages","This case requires that students use their understanding of cost estimation, cost-volume-profit analysis, and the time value of money to estimate damages in a lawsuit. New automobiles representing potential sales were diverted from Mooresville Honda, a dealer who did not participate in a bribery scheme that occurred within American Honda Motor Co. The assignment is to estimate the profit lost by Mooresville Honda because of the bribery Scheme. The case is based on an actual lawsuit and incorporates real-world relationships in the financial information. ?? 2004 Elsevier Ltd. All rights reserved."
"1451","Hands-on training in relational database concepts","Jeffrey S. Zanzig Bor Y. Tsay",2004,"Journal of Accounting Education","b36a888d-e65b-3eca-9fa5-47f2486800da",NA,"Accounting has often been criticized for providing summarized information that satisfies only a limited number of information views. Relational database models can facilitate the collection of an extensive amount of disaggregated data beyond what is available in the traditional accounting model. The ability to query the database provides the decision maker with more types of information, while avoiding the overload that can occur when too much information is presented that is irrelevant to the decision process of a certain group. This article presents a simple hands-on illustration in Microsoft Access that can be used in accounting courses to provide students with the fundamentals of using the relational database model in meeting the information needs of organizational decision makers. ?? 2004 Elsevier Ltd. All rights reserved."
"1452","Using a stakeholder-based process to develop and implement an innovative graduate-level course in management accounting","David E. Stout Robert N. West",2004,"Journal of Accounting Education","33e0bf28-d2d4-3ee3-91b8-1cd2658de383",NA,"Accounting programs have been challenged (e.g., W.S. Albrecht, R.J. Sack, Accounting Education: Charting the Course Through a Perilous Future, Accounting Education Series, vol. 16, American Accounting Association, Sarasota, FL, 2000; AICPA Core Competency Framework for Entry into the Accounting Profession, AICPA, New York, NY, 1999) to create innovative, cross-disciplinary courses/curricula and to tie such offerings to institutional strategic plans (e.g., I.T. Nelson, J.A. Bailey, A.T. Nelson, Issues in Accounting Education, 13 (1999) 301; AACSB International, Standards for accounting accreditation (April 21, 2000), AACSB, St. Louis, MO, 2000; AACSB International, Final draft - Eligibility procedures and standards for accounting accreditation 2004). This paper provides details about both the process used to develop an innovative graduate-level accounting course and the modules (Strategic Cost Management, Planning, and Performance Measurement) comprising the course. The paper therefore describes how one accounting program responded to the aforementioned challenges.At a strategic level, the paper discusses a three-stage process (planning, implementation, and assessment) that guided new-course design. Of particular interest is the impact of our business school's Strategic Plan and the AICPA core competency framework for entry into the accounting profession. (AICPA, New York, NY, 1999) on the development of educational objectives for the new course. Selected implementation issues (e.g., resource commitments needed to support delivery of the new course) are discussed. We also provide details regarding an assessment plan for the course and how data collected for the first three offerings of the course have guided course improvements. Because of its focus on process, this paper should be of interest to other accounting educators, particularly those interested in a stakeholder-based approach to developing and implementing new courses and curricula. ?? 2004 Elsevier Ltd. All rights reserved."
"1453","Applying accounting principles to a partnership dissolution","Alan Reinstein Dana Johnson",2004,"Journal of Accounting Education","63dcf0ca-010d-376a-b1c6-03e61608295a","Cost allocation Generally accepted accounting principles Operating agreement Partnership","This teaching case shows how a partnership used a consultant to help resolve certain accounting issues associated with its dissolution. Focusing on accounting theory, partnership accounting and contracts, this case can help develop critical thinking skills and can be used in several accounting courses (including advanced financial accounting and accounting theory) at both the graduate and upper division undergraduate levels. The case demonstrates that lawyers and others who form partnerships should develop well-crafted operating agreements that cover normal and unusual business transactions as well as the firm's dissolution. Specifically, they should identify and assess all matters relevant to the dissolution process, including the compensation scheme and other contractual issues. The case emphasizes the importance of accurate and timely accounting information - both during a firm's life and at its dissolution. The case requires students to balance GAAP and the fair/equitable treatment of the partners involved. ?? 2004 Elsevier Ltd. All rights reserved."
"1454","Risk analysis for accounting models: A spreadsheet simulation approach","Dennis F. Togo",2004,"Journal of Accounting Education","e39c10df-44b1-340b-bbfa-8365d7ae1a11",NA,"Risk analysis can be performed on accounting models using spreadsheet add-ins having statistical forecasting and simulation capabilities. Modeling uncertainty, performing a simulation, and viewing probability distributions of key output variables present to students the risk within a modeled relationship. This use of technology for accounting instruction is presented for capital budgeting, budgeted cash flow, and a budgeted income statement. ?? 2004 Elsevier Ltd. All rights reserved."
"1455","Faculty perceptions of journals: Quality and publishing feasibility","Terri L. Herron Thomas W. Hall",2004,"Journal of Accounting Education","7d5d3bf0-043e-3eb9-92fe-c39c67c5e390",NA,"Tenure-track faculty at AACSB-accredited colleges were surveyed regarding their perceptions of 152 journals. Response measures included perceptions of journal quality and the feasibility of publishing in each journal. Analyses of responses from 616 faculty document statistically significant differences in both quality and publishing feasibility across journals, scholarship areas, and degree-granting categories (doctoral versus nondoctoral). Significant interactions were also found to exist across these factors. Effect size estimates for variations in quality and feasibility across journals, scholarship areas, and the interaction of journals and scholarship areas suggest that the magnitudes of observed differences are nontrivial. Listings of the 20 highest quality journals for most individual scholarship areas were found to have little in common with an overall top-20 listing. Overall, these results suggest that area-specific journal ratings provide better information than a single overall ranking list. ?? 2004 Elsevier Ltd. All rights reserved."
