Disc,journal,title,year,vol,num,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,
14,Business Communication Quarterly ,Business Languages for Intercultural and International Business Communication: A Canadian Case Study ,2013,76,1,28--50,,,http://bcq.sagepub.com/cgi/content/abstract/76/1/28,"Specialists in international education maintain that all undergraduates require contact with and understanding of other nations, languages, and cultures to develop intercultural communication skills. To determine if the business school at a small comprehensive university provides sufficient intercultural communication training, feedback from two surveys and an interview with the international business (IB) coordinator were analysed. Results revealed that the business school has implemented a multicomponent IB concentration, but that business language initiatives were unsustainable because of inadequate administrative commitment. Thus, efforts directed at internationalising the curriculum fail unless they are fully integrated into all programs and engage all stakeholders. ","Ainsworth, Judith",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Ainsworth, Judith",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,28,50,
14,Business Communication Quarterly ,Curricular Implications of Virtual World Technology: A Review of Business Applications ,2013,76,3,339--360,,,http://bcq.sagepub.com/cgi/content/abstract/76/3/339,"As business organizations grow increasingly virtual, traditional principles of organizational communication require examination and modification. This article considers the curricular implications of the growing business uses of virtual world technology through three different lenses‰ÛÓstudents as employee-users, students as strategic designers and decision makers, and students as theorists. The instructor's approach to communication principles relevant to persistent virtual worlds should be grounded in current and anticipated business applications. Emerging business practice provides guidance regarding the communication principles and skills that might be required of students entering careers in a contemporary business world of networked, digitized, and virtually enhanced communication. ","Cyphert, Dale; Wurtz, M Susan; Duclos, Leslie K",14,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cyphert, Dale","Wurtz, M Susan","Duclos, Leslie K",-x-,-x-,-x-,-x-,-x-,-x-,4,339,360,
14,Business Communication Quarterly ,Engaging and Motivating Employees and Students: The Search for a Psychological Grail? ,2013,76,2,249--251,,,http://bcq.sagepub.com/cgi/content/short/76/2/249,,"DeKay, Sam H",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"DeKay, Sam H",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,249,251,
14,Business Communication Quarterly ,Updating Best Practices: Applying On-Screen Reading Strategies to R\'esum\'e Writing ,2013,76,4,427--445,,,http://bcq.sagepub.com/cgi/content/abstract/76/4/427,"The best practices presented in textbooks and professional publications provide separate guidelines for paper-based and electronic or ‰ÛÏscannable‰Ûù r{\'{e}}sum{\'{e}}s. This article recommends changing these practices so that writers can prepare one r{\'{e}}sum{\'{e}} for both paper and electronic delivery. These recommendations focus on three areas. R{\'{e}}sum{\'{e}}s should be formatted based on eye-tracking research about on-screen reading. Specific guidelines should help writers decide when to include an objective or summary. Keywords should be prioritized over active verbs. Last, r{\'{e}}sum{\'{e}}s still must be formatted for paper but designing for on-screen reading is now equally or more important, and best practices need to reflect this change. ","Diaz, Charlsye Smith",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Diaz, Charlsye Smith",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,427,445,
14,Business Communication Quarterly ,"360-Degree Rhetorical Analysis of Job Hunting: A Four-Part, Multimodal Project ",2013,76,2,239--248,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/239,"This article proposes the use of a four-component multimodal employment project that offers students a 360-degree understanding of the rhetorical situations surrounding job searches. More specifically, we argue for the use of the four deliverables of written resumes and cover letters, mock oral onsite interview, video resume analysis, and peer critique of social media profiles in a widely taught employment project to help students better analyze the complicated rhetorical situations surrounding job applications and to facilitate better peer collaboration and serious revision of the two high-stakes documents of cover letters and resumes. ","Ding, Huiling; Ding, Xin",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Ding, Huiling","Ding, Xin",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,239,248,
14,Business Communication Quarterly ,A Contemporary Simulation Infused in the Business Communication Curriculum: A Case Study ,2013,76,3,304--321,,,http://bcq.sagepub.com/cgi/content/abstract/76/3/304,"This research examines students' reactions to a contemporary simulation infused in the business communication curriculum. Results show that students indicated the experience helped them learn how to work better as a team, how to maintain composure, how the business world works, and how to improve their communication. Students also verified the validity of the simulation, stating that it prepared them for the business world by providing them with a challenging yet positive experience to demonstrate learned business communication principles. Details about the pedagogical framework of the business communication simulation and possible explanations and implications behind the findings are discussed. ","Drury-Grogan, Meghann L; Russ, Travis L",24,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Drury-Grogan, Meghann L","Russ, Travis L",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,304,321,
14,Business Communication Quarterly ,A Way with Words,2013,76,1,51--53,,,http://bcq.sagepub.com/cgi/content/short/76/1/51,,"Dyrud, Marilyn A; Worley, Rebecca B",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Dyrud, Marilyn A","Worley, Rebecca B",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,51,53,
14,Business Communication Quarterly ,Engaging Students With Their Own Learning,2013,76,2,188--191,,,http://bcq.sagepub.com/cgi/content/short/76/2/188,,"Dyrud, Marilyn A; Worley, Rebecca B",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Dyrud, Marilyn A","Worley, Rebecca B",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,188,191,
14,Business Communication Quarterly ,Voice Assessment of Student Work: Recent Studies and Emerging Technologies ,2013,76,4,458--473,,,http://bcq.sagepub.com/cgi/content/abstract/76/4/458,"Although relatively little attention has been given to the voice assessment of student work, at least when compared with more traditional forms of text-based review, the attention it has received strongly points to a promising form of review that has been hampered by the limits of an emerging technology. A fresh review of voice assessment in light of recent technological developments strongly suggests that this form of review is now ready for broad adoption. Favorable student reception of voice assessment and its potential for raising instructor awareness around the review process itself argue further for considering it afresh. ","Eckhouse, Barry; Carroll, Rebecca",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Eckhouse, Barry","Carroll, Rebecca",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,458,473,
14,Business Communication Quarterly ,Intercultural Communication Apprehension and Emotional Intelligence in Higher Education: Preparing Business Students for Career Success ,2013,76,4,412--426,,,http://bcq.sagepub.com/cgi/content/abstract/76/4/412,"Given the expanding globalized workforce, business educators continue to seek new ways to prepare students for intercultural encounters. Although immersion in other cultures is the optimal strategy, this method is not always feasible. As such, educators seek other mechanisms to simulate intercultural experiences. This study examines emotional intelligence as a predictor of intercultural communication apprehension among university students (N = 425). Results indicate that three of the emotional intelligence subscales predict intercultural communication apprehension: emotionality, sociability, and self-control. These results support the premise that emotional intelligence manages and/or reduces intercultural communication apprehension and therefore should be integrated in business curriculum. ","Fall, Lisa T; Kelly, Stephanie; MacDonald, Patrick; Primm, Charles; Holmes, Whitney",13,31,51,67,-9,#N/A,#N/A,#N/A,#N/A,"Fall, Lisa T","Kelly, Stephanie","MacDonald, Patrick","Primm, Charles","Holmes, Whitney",-x-,-x-,-x-,-x-,4,412,426,
14,Business Communication Quarterly ,Potential for Collaborative Writing in Professional Communication and Health Studies Through Service-Learning,2013,76,1,54--71,,,http://bcq.sagepub.com/cgi/content/abstract/76/1/54,"Two professors teaching in professional writing and health studies have incorporated service-learning projects into their courses and included similar writing goals. Though employing different methodologies, they saw similar outcomes. Through assessment of student reflections and discussions of course outcomes, both professors concluded that there is potential for collaborative service-learning projects between the two disciplines. This article discusses pedagogical approaches in the two courses, the theory and pedagogy on which the approaches are based, and practical ideas on how a collaborative professional writing/health studies service-learning project might be set up. Such ideas may provide a model for collaboration across disciplines. ","Hill, Sandra; Griswold, Paula",13,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Hill, Sandra","Griswold, Paula",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,54,71,
14,Business Communication Quarterly ,New Options for Usability Testing Projects in Business Communication Courses,2013,76,4,397--411,,,http://bcq.sagepub.com/cgi/content/abstract/76/4/397,"The increasing availability of recording technologies makes it easier to include usability testing projects in business communication courses. Usability testing is a method of discovering whether people can navigate, read, and understand a print or electronic communication well enough to achieve a particular purpose in a reasonable time frame. Usability projects increase students' knowledge and motivation by forcing them to experience the audience's frustrations with poorly written and designed communications. By following the suggestions and examples provided, faculty can develop effective usability project materials and capitalize on new technologies for data collection and sharing. ","Jameson, Daphne A",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Jameson, Daphne A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,397,411,
14,Business Communication Quarterly ,Usability and Business Communication,2013,76,4,395--396,,,http://bcq.sagepub.com/cgi/content/short/76/4/395,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,395,396,
14,Business Communication Quarterly ,A Picture Speaks a Thousand Words,2013,76,3,271--272,,,http://bcq.sagepub.com/cgi/content/short/76/3/271,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,271,272,
14,Business Communication Quarterly ,Communicating in a Crisis,2013,76,1,3--4,,,http://bcq.sagepub.com/cgi/content/short/76/1/3,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,3,4,
14,Business Communication Quarterly ,We All Like to Hear Stories,2013,76,2,131,,,http://bcq.sagepub.com/cgi/content/short/76/2/131,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,131,-x-,
14,Business Communication Quarterly ,"Personal, Reflective Writing: A Pedagogical Strategy for Teaching Business Students to Write ",2013,76,2,192--206,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/192,"The use of personal, reflective writing exercises is well documented in the disciplines of composition and management, and each discipline has been highly influential in establishing pedagogical practices in the business communication classroom. However, we see little evidence of the pedagogical practice, the use of personal reflective writing exercises, in the teaching of business communication. This article looks at pedagogy and theory that informs the use of personal, reflective writing exercises in composition and management and suggests the relevance of these same practices in business communication classrooms today. Building on relevant pedagogical theory and practice, the author also makes the claim that personal reflective writing exercises can make students better writers and more effective managers and leaders. The article concludes with sample exercises that readers might try in their own business communication classrooms. ","Lawrence, Holly",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Lawrence, Holly",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,192,206,
14,Business Communication Quarterly ,MBA Students' Workplace Writing: Implications for Business Writing Pedagogy and Workplace Practice ,2013,76,4,474--490,,,http://bcq.sagepub.com/cgi/content/abstract/76/4/474,"Employers frequently complain about the state of their employees' writing skills. Much of the current research on this subject explores workplace writing skills from the employer's perspective. However, this article examines workplace writing from the employees' perspective. Specifically, it analyzes MBA students' responses to a course assignment in which they assessed their writing strengths and weaknesses and reflected on opportunities and threats to demonstrating good writing skills in the workplace. Results indicate employers must show that they value good writing and that writing skills must become the employee's habit. Implications for business communication pedagogy are discussed. ","Lentz, Paula",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Lentz, Paula",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,474,490,
14,Business Communication Quarterly ,Writing Self-Efficacy and Written Communication Skills,2013,76,2,216--225,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/216,"Writing is an essential professional skill. The goal of writing instruction in business communication classes is to develop the skills and knowledge necessary to successfully meet future writing challenges. However, many writers struggle to transfer skills and knowledge from one context to another. The primary reason for this struggle is that despite years of writing instruction, most people are highly apprehensive about writing and do not consider themselves ‰ÛÏwriters.‰Ûù Writing instruction typically does little to lessen writing apprehension, but fostering writing self-efficacy can both diminish writing apprehension and further writing development. ","Mascle, Deanna DeBrine",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Mascle, Deanna DeBrine",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,216,225,
14,Business Communication Quarterly ,Assessing WAC Elements in Business Syllabi,2013,76,2,172--187,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/172,This study investigates syllabi for evidence of the principles of writing across the curriculum (WAC) in courses offered by the Faculty of Business (FOB) at a university operating in a non‰ÛÒEnglish-speaking country. The research analyzed all syllabi of FOB courses offered in the spring 2010 semester for evidence of WAC looking for indications of writing activities. The analysis focused on both expressive/informal and product/formal writing and discovered through the syllabi the intention of the instructor to incorporate writing. The findings suggest that these courses require little or no writing and therefore principles of WAC are not evident. ,"Nicolas, Maureen O'Day; Annous, Samer",23,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Nicolas, Maureen O'Day","Annous, Samer",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,172,187,
14,Business Communication Quarterly ,"A Heuristic Tool for Teaching Business Writing: Self-Assessment, Knowledge Transfer, and Writing Exercises ",2013,76,2,226--238,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/226,"To teach effective business communication, instructors must target students' current weaknesses in writing. One method for doing so is by assigning writing exercises. When used heuristically, writing exercises encourage students to practice self-assessment, self-evaluation, active learning, and knowledge transfer, all while reinforcing the basics of good writing. Using writing exercises as a diagnostic or maintenance tool at different stages in the semester, in addition to the core assignments, can drastically improve undergraduate and graduate student writing and increase the probability that these students will transfer that writing knowledge into other courses and into their practices as professional writers in industry. ","Ortiz, Lorelei A",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Ortiz, Lorelei A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,226,238,
14,Business Communication Quarterly ,Using the Teaching Portfolio to Anticipate Programmatic Assessment,2013,76,2,207--215,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/207,Portfolios have long been a staple in professional writing courses: both in employment materials assignments and in entire classes that ask students to reflect on their experiential learning. Portfolios may also be used effectively in business communication teaching methods courses. This article details the justification and methodology for having a teaching portfolio as the capstone assignment in a business communication pedagogy course. It also explains how this portfolio may be used to anticipate programmatic assessment and verification of entry-level business communication courses during the accreditation process. ,"Price, Kenneth R",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Price, Kenneth R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,207,215,
14,Business Communication Quarterly ,Workplace Engagement and Generational Differences in Values,2013,76,2,252--265,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/252,"This article summarizes literature on workplace engagement, an issue that affects organizations' financial results and individuals' personal lives. The newest of the four generations in the workplace, Millennials, were recently shown to have different values than the other two prevalent generations. Surveys taken by 16,000 high school seniors of three generations on intrinsic, extrinsic, social, leisure, and altruistic values at work show only the altruistic value is not statistically different. When aggregated, these generational differences have noticeable practical impact. In the classroom, engagement is essential to learning. Examples of engaging activities that address the Millennials' values are provided. ","Schullery, Nancy M",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Schullery, Nancy M",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,252,265,
14,Business Communication Quarterly ,A Hybrid Recursive Model for Teaching and Learning Business Writing,2013,76,1,82--104,,,http://bcq.sagepub.com/cgi/content/abstract/76/1/82,"To replicate the need for communication speed and effectiveness in the workplace, I have designed a successful business writing course based on a hybrid recursive model that combines prescriptive rhetorical patterns with a perceptive application of those patterns. The model draws inspiration from (a) current-traditional rhetoric, modified for a business context, to address the need to write quickly, which I label the ‰ÛÏprescriptive phase,‰Ûù and from (b) cognitive rhetoric, again modified for a business context, to address the need to write effectively, which I label the ‰ÛÏperceptive phase.‰Ûù ","Schultz, Heidi",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Schultz, Heidi",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,82,104,
14,Business Communication Quarterly ,Business Communication Curricula Today: Revisiting the Top 50 Undergraduate Business Schools ,2013,76,1,5--27,,,http://bcq.sagepub.com/cgi/content/abstract/76/1/5,"This article reports the results of a study examining the business communication offerings at the top 50 undergraduate business schools, as identified in the Bloomberg Businessweek rankings for 2011. The study focuses on communication course requirements, sequences, and programs, as well as what areas typically receive the most coverage within courses. The data are compared with information from similar studies dating back to 1999 in order to assess the current status of business communication courses and programs within business curricula and to make suggestions for future development. ","Sharp, Matthew R; Brumberger, Eva R",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Sharp, Matthew R","Brumberger, Eva R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,5,27,
14,Business Communication Quarterly ,Graphic Presentation: An Empirical Examination of the Graphic Novel Approach to Communicate Business Concepts ,2013,76,3,273--303,,,http://bcq.sagepub.com/cgi/content/abstract/76/3/273,"Graphic novels have been increasingly incorporated into business communication forums. Despite potential benefits, little research has examined the merits of the graphic novel approach. In response, we engage in a two-study approach. Study 1 explores the potential of graphic novels to affect learning outcomes and finds that the graphic novel was related to high levels of learning experiences. Study 2 compares the impact of graphic novels with that of traditional textbooks and finds that verbatim recognition was superior with graphic novel texts. Overall, we provide the first comprehensive examination of the graphic novel as a tool for effective business communication. ","Short, Jeremy C; Randolph-Seng, Brandon; McKenny, Aaron F",16,40,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Short, Jeremy C","Randolph-Seng, Brandon","McKenny, Aaron F",-x-,-x-,-x-,-x-,-x-,-x-,4,273,303,
14,Business Communication Quarterly ,Using Problem-Based Scenarios to Teach Writing,2013,76,1,72--81,,,http://bcq.sagepub.com/cgi/content/abstract/76/1/72,"The ability to communicate effectively remains a critical skill for obtaining a job and achieving success in the workplace; however, many still lack these skills. In particular, graduates lack adequate writing skills. This article advocates the use of problem-based scenarios to teach writing, which focuses on authentic rhetorical framing similar to writing done in the workplace. A sample scenario is provided along with three responses, showing the type of issues involved in helping students develop writing skills appropriate to an organizational context. ","Smart, Karl L; Hicks, Nancy; Melton, James",14,28,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Smart, Karl L","Hicks, Nancy","Melton, James",-x-,-x-,-x-,-x-,-x-,-x-,3,72,81,
14,Business Communication Quarterly ,Which CSR-Related Headings Do Fortune 500 Companies Use on Their Websites?,2013,76,2,155--171,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/155,"This article examines website headings used by Fortune 500 companies in their efforts to inform stakeholders about corporate social responsibility (CSR). Instead of using ‰ÛÏCorporate Social Responsibility‰Ûù as a heading, companies often use specific terms to identify various CSR initiatives. The purpose of this article is to identify common CSR-related headings that are currently used on Fortune 500 company websites. Data were collected from all Fortune 500 company websites. The websites were further analyzed according to manufacturing, retailing, and service industry. Interesting similarities and differences were found. This study provides guidance on articulating CSR-related activities to consumers, employees, and stakeholders. ","Smith, Katherine Taken; Alexander, Julie J",23,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Smith, Katherine Taken","Alexander, Julie J",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,155,171,
14,Business Communication Quarterly ,Revisiting a Genre: Teaching Infographics in Business and Professional Communication Courses ,2013,76,4,446--457,,,http://bcq.sagepub.com/cgi/content/abstract/76/4/446,"Infographics exist on nearly any topic you can imagine, proliferating in the digital age with social media. As this genre continues to explode in the business scene, business and professional communication instructors can no longer ignore showing their students infographics. After first defining the genre and outlining how it situates itself within business and professional communication, this article offers two approaches to increase awareness and exposure of infographics for students. The first focuses on an analysis assignment using infographics; the second focuses on a production assignment. ","Toth, Christopher",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Toth, Christopher",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,446,457,
14,Business Communication Quarterly ,"Selections From the ABC 2012 Annual Convention, Honolulu, Hawaii",2013,76,3,361--384,,,http://bcq.sagepub.com/cgi/content/abstract/76/3/361,"The 13 Favorite Assignments featured here were presented at the 2012 Association for Business Communication (ABC) Annual Convention, Honolulu, Hawaii. A variety of learning objectives are featured, including the following: enhancing resume's visual impact, interpersonal skills, social media, team building, web design, community service projects, and ethics. The authors share ideas for the classroom, for online instruction, and are taught in a single class or designed to consume an entire semester. Each assignment reflects the individual author's passion for active learning that stimulates practical skill-building, judgment, and communication skills. Additional teaching materials‰ÛÓincluding instructions to students, stimulus materials, slides, grading rubrics, frequently asked questions (FAQs), and sample student projects‰ÛÓare posted on http://www.salesleadershipcenter.com/research.html{\#}mfa13. More excellent Favorite Assignment papers can be seen on the above webpage. This year, a bonus five authors have web-published their innovations. ","Whalen, D Joel",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Whalen, D Joel",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,361,384,
14,Business Communication Quarterly ,Teaching White Papers Through Client Projects,2013,76,1,105--113,,,http://bcq.sagepub.com/cgi/content/abstract/76/1/105,"White papers are increasingly prevalent in business and professional settings. Although textbook resources for white paper assignments are limited, a white paper assignment completed for a community client can provide a learning experience that students enjoy and that strengthens ties between the university and the community. This article describes a way to approach the white paper assignment in a communications-focused course and identifies resources to support white paper assignments. ","Willerton, Russell",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Willerton, Russell",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,105,113,
14,Business Communication Quarterly ,Telling Tales at Work: An Evolutionary Explanation ,2013,76,2,132--154,,,http://bcq.sagepub.com/cgi/content/abstract/76/2/132,"This article explores the adaptive functions of storytelling in the workplace from an evolutionary perspective. Based on the analysis of ethnographic studies on hunter-gatherer and modern work organizations, this article claims that storytelling, as an adapted cognitive device, was selectively retained by natural and sexual selection, because of its survival and reproductive payoff. The narrative production through storytelling is a natural coping mechanism and has been functional in both old and new ways of working life under different ecological conditions. This article also highlights underlying adapted psychological mechanisms of storytelling and discusses some evolutionarily informed practical implications and pedagogical applications. ","Yang, Chulguen (Charlie)",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Yang, Chulguen (Charlie)",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,132,154,
14,Business and Professional Communication Quarterly,McLuhan Redivivus,2014,77,1,50--51,,,http://bcq.sagepub.com/cgi/content/short/77/1/50,,"DeKay, Sam H",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"DeKay, Sam H",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,50,51,
14,Business and Professional Communication Quarterly,New Research Perspectives on an Old Issue,2014,77,4,440--442,,,http://bcq.sagepub.com/cgi/content/short/77/4/440,,"DeKay, Sam H",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"DeKay, Sam H",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,440,442,
14,Business and Professional Communication Quarterly,Letter from the Executive Director of ABC,2014,77,1,3--4,,,http://bcq.sagepub.com/cgi/content/short/77/1/3,,"Dubinsky, James M",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Dubinsky, James M",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,3,4,
14,Business and Professional Communication Quarterly,Finding Ways to Teach Critical Thinking in Business and Professional Communication,2014,77,3,247--248,,,http://bcq.sagepub.com/cgi/content/short/77/3/247,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,247,248,
14,Business and Professional Communication Quarterly,Managing Risk and Crisis Communication,2014,77,4,355--356,,,http://bcq.sagepub.com/cgi/content/short/77/4/355,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,355,356,
14,Business and Professional Communication Quarterly,It's All About the Students,2014,77,2,127--128,,,http://bcq.sagepub.com/cgi/content/short/77/2/127,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,127,128,
14,Business and Professional Communication Quarterly,A New Name: BCQ Becomes BPCQ,2014,77,1,5--6,,,http://bcq.sagepub.com/cgi/content/short/77/1/5,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,5,6,
14,Business and Professional Communication Quarterly,Constructing Effective Change Messages: A Matter of Choices,2015,78,2,194--196,,,http://bcq.sagepub.com/cgi/content/short/78/2/194 http://bcq.sagepub.com/cgi/doi/10.1177/2329490615569049,,"DeKay, Sam H",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"DeKay, Sam H",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,194,196,
14,Business and Professional Communication Quarterly,What to Do About Texting?,2015,78,1,3--4,,,http://bcq.sagepub.com/cgi/content/short/78/1/3,,"Knight, Melinda",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Knight, Melinda",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,3,4,
14,Business and Professional Communication Quarterly ,Communicating Organizational Change Reactions: Downsizing Survivors' Discursive Constructions of Flexible Identities ,2014,77,4,473--498,,,http://bcq.sagepub.com/cgi/content/abstract/77/4/473,"The aim of this article is to study employees' discursive construction of disparate survivor responses. The analysis reveals how employees position themselves simultaneously within different types of categories by use of discursive actions. Drawing on various discourses, the actors reject having one solid core of identity and instead signal the existence of various flexible identities. The article contributes to a greater understanding of the importance of discourse within organizational change. An increased managerial sensitivity toward employee discourse may help to understand why employees obstruct organizational changes and subsequently make it easier to preempt and handle such reactions. ","Aggerholm, Helle Kryger",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Aggerholm, Helle Kryger",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,473,498,
14,Business and Professional Communication Quarterly ,Cultivating Critical-Thinking Dispositions Throughout the Business Curriculum,2014,77,3,249--265,,,http://bcq.sagepub.com/cgi/content/abstract/77/3/249,"Critical thinking is an essential component of managerial literacy, yet business school graduates struggle to apply critical-thinking skills at work to the level that employers desire. This article argues for a dispositional approach to teaching critical thinking, rooted in cultivating a critical-thinking culture. We suggest a two-pronged approach of (a) clearly defining critical thinking and selecting an accessible model for applying it and (b) integrating critical thinking consistently throughout the business curriculum. We illustrate implementation of this strategy in our revised MBA curriculum and conclude by challenging others to consider adopting a cultural and dispositional approach. ","Bloch, Janel; Spataro, Sandra E",13,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Bloch, Janel","Spataro, Sandra E",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,249,265,
